id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
105854,Golden Force,1425070,https://store.steampowered.com/app/1425070/,63,130.0,226.0,600.0,2021-04-22T00:00:00.000Z,"[""Action"", ""Retro"", ""Difficult"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Pixel Graphics"", ""Multiplayer"", ""Local Multiplayer"", ""Cute"", ""Arcade"", ""2D Platformer"", ""Platformer"", ""2D"", ""Swordplay"", ""Co-op"", ""Singleplayer"", ""Pirates"", ""Great Soundtrack"", ""Soundtrack"", ""Action-Adventure"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}]",Storybird Studio,Mixed,28.0,57.0,False
105855,Immortals Fenyx Rising – A New God,2222840,https://store.steampowered.com/app/2222840/,76,679.0,756.0,796.0,2022-12-15T00:00:00.000Z,"[""RPG"", ""Action"", ""Adventure""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Google Stadia""}]",Ubisoft,Mostly Negative,104.0,38.0,True
105856,Olija,1297330,https://store.steampowered.com/app/1297330/,79,295.0,310.0,385.0,2021-01-28T00:00:00.000Z,"[""Action"", ""Stylized"", ""Side Scroller"", ""Adventure"", ""Fantasy"", ""Indie"", ""Precision Platformer"", ""Pixel Graphics"", ""Arcade"", ""Hack and Slash"", ""Colorful"", ""2D Platformer"", ""Atmospheric"", ""Platformer"", ""2D"", ""Cartoon"", ""Character Action Game"", ""Singleplayer"", ""Cinematic"", ""Cartoony"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}]","Skeleton Crew Studio, Thomas Olsson",Very Positive,816.0,90.0,False
105857,Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,1277510,https://store.steampowered.com/app/1277510/,69,975.0,1270.0,1423.0,2021-01-27T00:00:00.000Z,"[""Nudity"", ""Sexual Content"", ""Adventure"", ""Dating Sim"", ""Fantasy"", ""Psychological"", ""Mature"", ""Turn-Based"", ""JRPG"", ""Turn-Based Strategy"", ""Cute"", ""RPG"", ""Strategy"", ""Visual Novel"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Romance"", ""Anime""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]",Chime Corporation,Very Positive,713.0,86.0,False
105858,Sarawak,1249430,https://store.steampowered.com/app/1249430/,78,,60.0,,2021-01-27T00:00:00.000Z,"[""Choices Matter"", ""Conversation"", ""Text-Based"", ""Stylized"", ""2D"", ""Detective"", ""Adventure"", ""Indie"", ""Mystery"", ""Relaxing"", ""Visual Novel"", ""Interactive Fiction"", ""Singleplayer"", ""Interactive Story"", ""Choose Your Own Adventure"", ""Female Protagonist"", ""Story Rich"", ""Investigation""]","[{""name"": ""PC""}]",Cowleyfornia Studios,Mostly Positive,12.0,75.0,False
105859,Sword of the Necromancer,1243890,https://store.steampowered.com/app/1243890/,64,481.0,535.0,810.0,2021-01-28T00:00:00.000Z,"[""Action"", ""Dark"", ""Adventure"", ""Fantasy"", ""Action Roguelike"", ""Indie"", ""Roguelike"", ""Pixel Graphics"", ""Multiplayer"", ""Local Multiplayer"", ""RPG"", ""Dungeon Crawler"", ""2D"", ""Dark Fantasy"", ""Co-op"", ""Singleplayer"", ""Action RPG"", ""Roguelite"", ""Procedural Generation"", ""LGBTQ+"", ""Female Protagonist"", ""Local Co-Op""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Grimorio of Games,Mostly Positive,269.0,70.0,False
105860,The Medium,1293160,https://store.steampowered.com/app/1293160/,75,481.0,541.0,618.0,2021-01-28T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Sexual Content"", ""Adventure"", ""Indie"", ""Puzzle"", ""Psychological"", ""Mature"", ""Walking Simulator"", ""Gore"", ""Violent"", ""Atmospheric"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""Female Protagonist""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PC""}]",Bloober Team,Very Positive*,3654.0,88.0,False
105861,TOHU,1075200,https://store.steampowered.com/app/1075200/,71,283.0,309.0,291.0,2021-01-28T00:00:00.000Z,"[""Emotional"", ""Stylized"", ""Time Travel"", ""Adventure"", ""Fantasy"", ""Indie"", ""Family Friendly"", ""Puzzle"", ""Cute"", ""Relaxing"", ""Surreal"", ""Atmospheric"", ""Point & Click"", ""2D"", ""Casual"", ""Singleplayer"", ""Story Rich"", ""Hand-drawn"", ""Soundtrack"", ""Female Protagonist""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Google Stadia""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Fireart Games,Very Positive,303.0,85.0,False
105862,Gods Will Fall,1243690,https://store.steampowered.com/app/1243690/,65,274.0,597.0,409.0,2021-01-29T00:00:00.000Z,"[""Action"", ""Dark"", ""Difficult"", ""Adventure"", ""Fantasy"", ""Action Roguelike"", ""Roguelike"", ""Fighting"", ""RPG"", ""Hack and Slash"", ""Dungeon Crawler"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""Dark Fantasy"", ""Online Co-Op"", ""Singleplayer"", ""3D"", ""Roguelite"", ""3D Platformer"", ""Action-Adventure""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Clever Beans,Mixed,59.0,55.0,False
105863,Turrican Flashback,,,69,,,,2021-01-29T00:00:00.000Z,"[""Action"", ""Platformer""]","[{""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}]","Factor 5, Ratalaika Games",,,,False
105864,The Captain is Dead,1126580,https://store.steampowered.com/app/1126580/,67,,,,2021-01-31T00:00:00.000Z,"[""Retro"", ""Sci-fi"", ""Tabletop"", ""Multiplayer"", ""Turn-Based"", ""Turn-Based Strategy"", ""Local Multiplayer"", ""Board Game"", ""Space"", ""Survival"", ""Strategy"", ""Atmospheric"", ""Co-op"", ""Singleplayer"", ""Aliens"", ""4 Player Local"", ""Turn-Based Tactics"", ""Team-Based"", ""Isometric"", ""Tactical"", ""Local Co-Op""]","[{""name"": ""PC""}]",Thunderbox Entertainment,Mostly Positive,64.0,79.0,False
105865,Glyph,1569150,https://store.steampowered.com/app/1569150/,76,537.0,592.0,682.0,2021-08-09T00:00:00.000Z,"[""Action"", ""Third Person"", ""Difficult"", ""Adventure"", ""Indie"", ""Precision Platformer"", ""Puzzle"", ""Physics"", ""Controller"", ""Cute"", ""Time Attack"", ""Relaxing"", ""Collectathon"", ""Nonlinear"", ""Atmospheric"", ""Platformer"", ""Singleplayer"", ""3D"", ""Parkour"", ""3D Platformer"", ""Exploration""]","[{""name"": ""Nintendo Switch""}]",Bolverk Games,Very Positive,99.0,92.0,False
105866,Cultist Simulator: Initiate Edition,,,63,,,,2021-02-02T00:00:00.000Z,"[""Strategy"", ""Simulation"", ""Puzzle"", ""RPG""]","[{""name"": ""Nintendo Switch""}]","PLAYDIGIOUS, Weather Factory",,,,False
105867,Destruction AllStars,,,62,232.0,840.0,,2021-02-02T00:00:00.000Z,"[""Racing""]","[{""name"": ""PlayStation 5""}, {""name"": ""PlayStation 5""}]","Luicid Games, Sony Interactive Entertainment",,,,False
105868,Valheim,892970,https://store.steampowered.com/app/892970/,85,4968.0,6529.0,9226.0,2021-02-02T00:00:00.000Z,"[""Action"", ""Third Person"", ""Difficult"", ""Adventure"", ""Indie"", ""Multiplayer"", ""Building"", ""Early Access"", ""RPG"", ""Mythology"", ""Open World"", ""PvE"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Open World Survival Craft"", ""Sandbox"", ""Crafting"", ""Base Building"", ""Exploration"", ""Survival""]","[{""name"": ""PC""}]",Iron Gate AB,Very Positive*,245693.0,94.0,False
105869,Habroxia 2,1473550,https://store.steampowered.com/app/1473550/,78,151.0,199.0,568.0,2021-02-03T00:00:00.000Z,"[""1990's"", ""Action"", ""Shoot 'Em Up"", ""Shooter"", ""2D"", ""Side Scroller"", ""Space"", ""Indie"", ""Arcade"", ""Singleplayer"", ""Pixel Graphics""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation Vita""}, {""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Lillymo Games,Positive,43.0,93.0,False
105870,Blue Fire,1220150,https://store.steampowered.com/app/1220150/,71,594.0,762.0,846.0,2021-02-04T00:00:00.000Z,"[""Action"", ""Third Person"", ""Stylized"", ""Adventure"", ""Fantasy"", ""Indie"", ""Precision Platformer"", ""Controller"", ""Cute"", ""RPG"", ""Hack and Slash"", ""Surreal"", ""Metroidvania"", ""Atmospheric"", ""Platformer"", ""Singleplayer"", ""3D"", ""3D Platformer"", ""Action-Adventure"", ""Exploration"", ""Souls-like""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Robi Studios,Very Positive,1768.0,83.0,False
105871,Field of Glory II: Medieval,1368870,https://store.steampowered.com/app/1368870/,80,907.0,900.0,1930.0,2021-02-04T00:00:00.000Z,"[""Simulation"", ""Wargame"", ""Snow"", ""Historical"", ""Tabletop"", ""Multiplayer"", ""Turn-Based"", ""Medieval"", ""RPG"", ""Strategy"", ""Colorful"", ""Turn-Based Combat"", ""War"", ""Military"", ""Grid-Based Movement"", ""Singleplayer"", ""3D"", ""Combat"", ""Turn-Based Tactics"", ""PvP"", ""Strategy RPG"", ""Tactical""]","[{""name"": ""PC""}]",Byzantine Games,Very Positive,395.0,86.0,False
105872,NUTS,768450,https://store.steampowered.com/app/768450/,61,,,,2021-02-04T00:00:00.000Z,"[""Simulation"", ""Action"", ""Narration"", ""Adventure"", ""Conspiracy"", ""Puzzle"", ""Psychological"", ""Detective"", ""Walking Simulator"", ""First-Person"", ""Nature"", ""Open World"", ""Immersive Sim"", ""Atmospheric"", ""FPS"", ""Mystery"", ""Casual"", ""Horror"", ""Story Rich"", ""Capitalism"", ""Action-Adventure"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]","Joon,  Pol,  Muutsch,  Char & Torfi",Very Positive,717.0,87.0,False
105873,Werewolf: The Apocalypse - Earthblood,679110,https://store.steampowered.com/app/679110/,53,505.0,619.0,939.0,2022-02-07T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Adventure"", ""Beat 'em up"", ""Fantasy"", ""Controller"", ""Fighting"", ""Gore"", ""RPG"", ""Hack and Slash"", ""Violent"", ""Werewolves"", ""Dark Fantasy"", ""Singleplayer"", ""Action RPG"", ""Horror"", ""Stealth"", ""Action-Adventure"", ""Superhero""]","[{""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox Series X/S""}]",Cyanide Studio,Mostly Positive,1114.0,70.0,False
105874,Kinetic Edge,1347130,https://store.steampowered.com/app/1347130/,63,,,,2021-02-05T00:00:00.000Z,"[""Comedy"", ""Beautiful"", ""Adventure"", ""Family Friendly"", ""Puzzle"", ""Physics"", ""Driving"", ""Minimalist"", ""Arcade"", ""Time Management"", ""Racing"", ""Management"", ""Atmospheric"", ""Platformer"", ""Co-op"", ""Online Co-Op"", ""3D"", ""PvP"", ""Funny"", ""3D Platformer"", ""Local Co-Op""]","[{""name"": ""PC""}]",SCT,Positive,15.0,86.0,False
105875,Nioh 2 – The Complete Edition,1325200,https://store.steampowered.com/app/1325200/,85,,,,2021-02-05T00:00:00.000Z,"[""Action"", ""Dark"", ""Character Customization"", ""Difficult"", ""Fantasy"", ""Loot"", ""Historical"", ""Multiplayer"", ""JRPG"", ""Medieval"", ""RPG"", ""Hack and Slash"", ""Violent"", ""Atmospheric"", ""Dark Fantasy"", ""Co-op"", ""Singleplayer"", ""Story Rich"", ""Souls-like"", ""Female Protagonist""]","[{""name"": ""PC""}]","KOEI TECMO GAMES CO.,  LTD.",Very Positive,9798.0,91.0,False
105876,The Nioh Collection,,,87,,,,2021-02-05T00:00:00.000Z,"[""RPG"", ""Action""]","[{""name"": ""PlayStation 5""}]",Sony,,,,False
105877,Little Nightmares II,860510,https://store.steampowered.com/app/860510/,82,343.0,400.0,541.0,2021-02-10T00:00:00.000Z,"[""Action"", ""Dark"", ""Adventure"", ""Indie"", ""2.5D"", ""Puzzle"", ""Psychological"", ""Multiplayer"", ""Violent"", ""Atmospheric"", ""Platformer"", ""Co-op"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Stealth"", ""Great Soundtrack"", ""Soundtrack"", ""Thriller"", ""Action-Adventure""]","[{""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}]",Tarsier Studios,Very Positive*,14279.0,93.0,False
105878,Gal*Gun Returns,1425730,https://store.steampowered.com/app/1425730/,66,166.0,582.0,3046.0,2021-02-12T00:00:00.000Z,"[""Comedy"", ""Action"", ""Multiple Endings"", ""Character Customization"", ""First-Person Shooter"", ""Adventure"", ""Dating Sim"", ""Fantasy"", ""Conversation"", ""Cute"", ""Arcade"", ""On-Rails Shooter"", ""Colorful"", ""Score Attack"", ""Shooter"", ""FPS"", ""Memes"", ""Visual Novel"", ""Funny"", ""Romance"", ""Anime""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","INTI CREATES CO.,  LTD.",Very Positive,205.0,85.0,False
105879,Super Mario 3D World + Bowser's Fury,,,89,601.0,1030.0,1672.0,2021-02-12T00:00:00.000Z,"[""Platformer""]","[{""name"": ""Nintendo Switch""}]",Nintendo,,,,False
105880,Half Past Fate: Romantic Distancing,1492480,https://store.steampowered.com/app/1492480/,58,42.0,63.0,64.0,2021-02-14T00:00:00.000Z,"[""Emotional"", ""Multiple Endings"", ""Adventure"", ""Dating Sim"", ""Indie"", ""2.5D"", ""Puzzle"", ""Pixel Graphics"", ""Choices Matter"", ""Conversation"", ""Cute"", ""Relaxing"", ""Interactive Fiction"", ""RPG"", ""Colorful"", ""Text-Based"", ""Casual"", ""Visual Novel"", ""Singleplayer"", ""Choose Your Own Adventure"", ""Story Rich"", ""Linear"", ""Romance""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Serenity Forge,Positive,41.0,80.0,False
105881,Fallen Legion Revenants,1921340,https://store.steampowered.com/app/1921340/,59,1200.0,,,2022-08-23T00:00:00.000Z,"[""Turn-Based"", ""JRPG"", ""Action"", ""Turn-Based Combat"", ""Hand-drawn"", ""2D"", ""Anime"", ""RPG"", ""Singleplayer"", ""Combat""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]","Yummy Yummy Tummy,  Inc.",,,,False
105882,Speed Limit,1058280,https://store.steampowered.com/app/1058280/,76,79.0,111.0,,2021-02-17T00:00:00.000Z,"[""Action"", ""Retro"", ""Difficult"", ""Indie"", ""Precision Platformer"", ""Pixel Graphics"", ""Arcade"", ""Racing"", ""Score Attack"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""Shoot 'Em Up"", ""Vehicular Combat"", ""2D"", ""Fast-Paced"", ""Singleplayer"", ""Combat"", ""Psychedelic"", ""Top-Down"", ""Flight"", ""Runner"", ""1980s"", ""Top-Down Shooter""]","[{""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Gamechuck,Very Positive,132.0,81.0,False
105883,Capcom Arcade Stadium,1515950,https://store.steampowered.com/app/1515950/,79,1320.0,,619.0,2021-05-24T00:00:00.000Z,"[""1990's"", ""Action"", ""Retro"", ""Beat 'em up"", ""Pixel Graphics"", ""Multiplayer"", ""Fighting"", ""Local Multiplayer"", ""2D Fighter"", ""Arcade"", ""Free to Play"", ""2D Platformer"", ""Platformer"", ""Shoot 'Em Up"", ""2D"", ""Singleplayer"", ""3D"", ""4 Player Local"", ""Classic"", ""1980s"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}]","CAPCOM Co.,  Ltd.",Mixed*,1475.0,50.0,False
105884,Nebuchadnezzar,1157220,https://store.steampowered.com/app/1157220/,58,2551.0,3037.0,6580.0,2021-02-17T00:00:00.000Z,"[""Simulation"", ""City Builder"", ""Mod"", ""Indie"", ""Historical"", ""Economy"", ""Education"", ""Building"", ""Strategy"", ""Management"", ""Moddable"", ""Tutorial"", ""2D"", ""Singleplayer"", ""Resource Management"", ""Trading"", ""Hand-drawn"", ""Sandbox"", ""RTS"", ""Isometric"", ""Colony Sim""]","[{""name"": ""PC""}]",Nepos Games,Mostly Positive,1356.0,79.0,False
105885,Shattered - Tale of the Forgotten King,1045180,https://store.steampowered.com/app/1045180/,61,904.0,1264.0,2400.0,2021-02-17T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Difficult"", ""Adventure"", ""Fantasy"", ""Indie"", ""Early Access"", ""RPG"", ""Open World"", ""Atmospheric"", ""Platformer"", ""Lore-Rich"", ""Dark Fantasy"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Replay Value"", ""Story Rich"", ""3D Platformer"", ""Exploration""]","[{""name"": ""PC""}]",Redlock Studio,Mixed,560.0,68.0,False
105886,SNK VS. CAPCOM: THE MATCH OF THE MILLENNIUM,1575670,https://store.steampowered.com/app/1575670/,81,40.0,144.0,301.0,2021-09-29T00:00:00.000Z,"[""Multiplayer"", ""1990's"", ""Action"", ""Pixel Graphics"", ""Cute"", ""2D Fighter"", ""2D"", ""Casual"", ""Anime"", ""Singleplayer"", ""Fighting""]","[{""name"": ""Nintendo Switch""}]","SNK CORPORATION, Code Mystics",Very Positive,166.0,92.0,False
105887,Buddy Simulator 1984,1269950,https://store.steampowered.com/app/1269950/,78,315.0,411.0,1013.0,2021-02-18T00:00:00.000Z,"[""Simulation"", ""Retro"", ""Adventure"", ""Indie"", ""Psychological"", ""Pixel Graphics"", ""Cute"", ""Typing"", ""Arcade"", ""RPG"", ""Interactive Fiction"", ""Atmospheric"", ""Text-Based"", ""2D"", ""Casual"", ""Singleplayer"", ""Horror"", ""Choose Your Own Adventure"", ""Story Rich"", ""1980s"", ""Exploration""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Not a Sailor Studios,Very Positive*,3044.0,94.0,False
105888,Lemon Cake,1338330,https://store.steampowered.com/app/1338330/,68,823.0,979.0,1636.0,2021-02-18T00:00:00.000Z,"[""Simulation"", ""Cute"", ""Building"", ""Farming Sim"", ""Agriculture"", ""Character Customization"", ""Crafting"", ""Indie"", ""Casual"", ""Family Friendly"", ""3D"", ""RPG"", ""Singleplayer"", ""Time Management"", ""Relaxing"", ""Life Sim"", ""Management"", ""Colorful""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}]",Cozy Bee Games,Very Positive,1602.0,87.0,False
105889,Mutropolis,1037120,https://store.steampowered.com/app/1037120/,70,513.0,600.0,609.0,2021-02-18T00:00:00.000Z,"[""Comedy"", ""Third Person"", ""Retro"", ""Sci-fi"", ""Adventure"", ""Fantasy"", ""Indie"", ""Puzzle"", ""Detective"", ""Cute"", ""Atmospheric"", ""Point & Click"", ""2D"", ""Cartoon"", ""Mystery"", ""Singleplayer"", ""Story Rich"", ""Classic"", ""Hand-drawn"", ""Funny"", ""Cartoony""]","[{""name"": ""PC""}]",Pirita Studio,Very Positive,143.0,86.0,False
105890,Nerve,1016000,https://store.steampowered.com/app/1016000/,68,,,,2021-02-16T00:00:00.000Z,"[""Action"", ""Third Person"", ""Difficult"", ""Indie"", ""Unforgiving"", ""Rhythm"", ""Controller"", ""Arcade"", ""Sports"", ""Surreal"", ""Racing"", ""Colorful"", ""Atmospheric"", ""Fast-Paced"", ""Singleplayer"", ""Abstract"", ""3D"", ""Psychedelic"", ""Linear"", ""Runner"", ""Soundtrack""]","[{""name"": ""PC""}]",Gunfish Games,Positive,45.0,93.0,False
105891,Rustler,844260,https://store.steampowered.com/app/844260/,63,402.0,592.0,982.0,2021-02-18T00:00:00.000Z,"[""Action"", ""Adventure"", ""Indie"", ""Horses"", ""Mature"", ""Crime"", ""Medieval"", ""RPG"", ""Racing"", ""Combat Racing"", ""Open World"", ""Atmospheric"", ""Shooter"", ""Swordplay"", ""Singleplayer"", ""Combat"", ""Story Rich"", ""Top-Down"", ""Soundtrack"", ""Sandbox"", ""Funny"", ""Top-Down Shooter""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Jutsu Games,Mostly Positive,1076.0,79.0,False
105892,Blizzard Arcade Collection,,,79,300.0,,1051.0,2021-02-19T00:00:00.000Z,"[""Racing"", ""Arcade""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]","Blizzard Entertainment, Digital Eclipse, Activision",,,,False
105893,Gravity Heroes,1020310,https://store.steampowered.com/app/1020310/,62,259.0,,,2021-02-19T00:00:00.000Z,"[""1990's"", ""Action"", ""Sci-fi"", ""Difficult"", ""Indie"", ""Pixel Graphics"", ""Arcade"", ""Robots"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""Shoot 'Em Up"", ""PvE"", ""2D"", ""Co-op Campaign"", ""Co-op"", ""4 Player Local"", ""PvP"", ""Arena Shooter"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}]","Studica Solution, Electric Monkeys",Positive,11.0,90.0,False
105894,Pawn of the Dead,890130,https://store.steampowered.com/app/890130/,55,,,,2021-02-19T00:00:00.000Z,"[""Gothic"", ""Dark"", ""Indie"", ""Fantasy"", ""Puzzle"", ""Multiplayer"", ""Turn-Based"", ""Turn-Based Strategy"", ""Local Multiplayer"", ""Board Game"", ""Medieval"", ""Strategy"", ""Dark Fantasy"", ""Singleplayer"", ""3D"", ""Chess"", ""Story Rich"", ""Turn-Based Tactics"", ""Procedural Generation"", ""Tactical"", ""Survival""]","[{""name"": ""PC""}]",Aslan Game Studio,Positive,43.0,90.0,False
105895,Voyage,1051950,https://store.steampowered.com/app/1051950/,71,,,,2021-02-18T00:00:00.000Z,"[""Emotional"", ""Sci-fi"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Short"", ""Walking Simulator"", ""Relaxing"", ""Atmospheric"", ""Platformer"", ""2D"", ""Mystery"", ""Casual"", ""Co-op"", ""Singleplayer"", ""Cinematic"", ""Hand-drawn"", ""Exploration"", ""Female Protagonist"", ""Local Co-Op""]","[{""name"": ""PC""}]",Venturous,Very Positive,134.0,86.0,False
105896,ENDER LILIES: Quietus of the Knights,1369630,https://store.steampowered.com/app/1369630/,85,768.0,1165.0,1312.0,2021-06-21T00:00:00.000Z,"[""Action"", ""Dark"", ""Multiple Endings"", ""Difficult"", ""Indie"", ""Fantasy"", ""Medieval"", ""RPG"", ""Post-apocalyptic"", ""Metroidvania"", ""Atmospheric"", ""2D"", ""Dark Fantasy"", ""Singleplayer"", ""Action RPG"", ""Great Soundtrack"", ""Hand-drawn"", ""Soundtrack"", ""Anime"", ""Souls-like"", ""Female Protagonist"", ""Dragons""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]","Live Wire, Adglobe",Very Positive*,10129.0,94.0,False
105897,Persona 5 Strikers,1382330,https://store.steampowered.com/app/1382330/,82,2122.0,2790.0,4294.0,2021-02-22T00:00:00.000Z,"[""Simulation"", ""Action"", ""Third Person"", ""Adventure"", ""JRPG"", ""RPG"", ""Hack and Slash"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""2D"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""Funny"", ""3D Platformer"", ""Anime"", ""Action-Adventure""]","[{""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",ATLUS,Very Positive,6787.0,91.0,False
105898,Rogue Heroes: Ruins of Tasos,787810,https://store.steampowered.com/app/787810/,82,792.0,1210.0,2281.0,2021-02-23T00:00:00.000Z,"[""Action"", ""Indie"", ""Adventure"", ""Fantasy"", ""Action Roguelike"", ""Roguelike"", ""Controller"", ""Pixel Graphics"", ""Multiplayer"", ""Local Multiplayer"", ""RPG"", ""2D"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Action RPG"", ""Roguelite"", ""Fishing"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Heliocentric Studios,Very Positive*,1433.0,80.0,False
105899,Taxi Chaos,1457570,https://store.steampowered.com/app/1457570/,49,,210.0,472.0,2021-10-19T00:00:00.000Z,"[""Simulation"", ""Action"", ""Third Person"", ""Stylized"", ""Mod"", ""Driving"", ""Hidden Object"", ""Arcade"", ""Collectathon"", ""Time Management"", ""Racing"", ""Management"", ""Score Attack"", ""Open World"", ""Platformer"", ""Singleplayer"", ""3D"", ""Funny"", ""3D Platformer"", ""Modern""]","[{""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Team6 Game Studios,Mixed,20.0,45.0,False
105900,Breathedge,738520,https://store.steampowered.com/app/738520/,69,987.0,1492.0,2161.0,2021-02-25T00:00:00.000Z,"[""Simulation"", ""Action"", ""Sci-fi"", ""Adventure"", ""Indie"", ""Futuristic"", ""Building"", ""Early Access"", ""Space"", ""First-Person"", ""Open World"", ""Atmospheric"", ""Singleplayer"", ""Aliens"", ""Open World Survival Craft"", ""Sandbox"", ""Crafting"", ""Base Building"", ""Action-Adventure"", ""Exploration"", ""Survival""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",RedRuins Softworks,Mostly Positive*,5173.0,72.0,False
105901,Ghosts 'n Goblins Resurrection,1375400,https://store.steampowered.com/app/1375400/,75,480.0,433.0,955.0,2021-05-31T00:00:00.000Z,"[""Action"", ""Dark"", ""Retro"", ""Multiple Endings"", ""Difficult"", ""Side Scroller"", ""Fantasy"", ""Old School"", ""Demons"", ""Score Attack"", ""2D Platformer"", ""Platformer"", ""Magic"", ""PvE"", ""2D"", ""Dark Fantasy"", ""Singleplayer"", ""Dragons"", ""Hand-drawn"", ""1980s"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}]","CAPCOM Co.,  Ltd.",Mostly Positive,940.0,77.0,False
