id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
105902,Mighty Fight Federation,1096690,https://store.steampowered.com/app/1096690/,68,,,,2021-03-01T00:00:00.000Z,"[""Comedy"", ""1990's"", ""Action"", ""Retro"", ""Beat 'em up"", ""Old School"", ""3D Fighter"", ""Controller"", ""Fighting"", ""Multiplayer"", ""Local Multiplayer"", ""Arcade"", ""Colorful"", ""Spectacle fighter"", ""3D"", ""4 Player Local"", ""Combat"", ""PvP"", ""Martial Arts"", ""Anime""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 5""}]",Komi Games Inc.,Mostly Positive,28.0,78.0,False
105903,Moving Out - Movers in Paradise,1464740,https://store.steampowered.com/app/1464740/,88,157.0,,289.0,2021-02-25T00:00:00.000Z,"[""Multiplayer"", ""Simulation"", ""Great Soundtrack"", ""Comedy"", ""Action"", ""Soundtrack"", ""Funny"", ""Cartoon"", ""Indie"", ""Arcade"", ""Casual"", ""Family Friendly"", ""Cartoony"", ""Singleplayer"", ""Colorful"", ""Local Co-Op""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Nintendo Switch""}]","SMG Studio, Devm Games",Positive,30.0,90.0,True
105904,RetroMania Wrestling,1252300,https://store.steampowered.com/app/1252300/,65,175.0,135.0,,2021-02-25T00:00:00.000Z,"[""Action"", ""Retro"", ""Wrestling"", ""Indie"", ""Sports"", ""Fighting""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Retrosoft Studios,Very Positive,224.0,81.0,False
105905,Room to Grow,1471960,https://store.steampowered.com/app/1471960/,79,217.0,525.0,825.0,2021-02-25T00:00:00.000Z,"[""Cute"", ""Stylized"", ""2D"", ""Logic"", ""Difficult"", ""Indie"", ""Casual"", ""Relaxing"", ""Singleplayer"", ""Strategy"", ""Sokoban"", ""Puzzle""]","[{""name"": ""PC""}]",Mischka Kamener,Very Positive,173.0,97.0,False
105906,Bravely Default 2,,,77,,,,2021-02-26T00:00:00.000Z,"[""RPG""]","[{""name"": ""Nintendo Switch""}]","Nintendo, Square-Enix",,,,False
105907,COTTON REBOOT!,1656820,https://store.steampowered.com/app/1656820/,77,,,,2021-11-10T00:00:00.000Z,"[""1990's"", ""Action"", ""Dark"", ""Retro"", ""Side Scroller"", ""Fantasy"", ""Controller"", ""Pixel Graphics"", ""Cute"", ""Arcade"", ""Score Attack"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""Shoot 'Em Up"", ""Magic"", ""2D"", ""Dark Fantasy"", ""Singleplayer"", ""Bullet Hell"", ""Hand-drawn"", ""Anime"", ""Female Protagonist""]","[{""name"": ""Nintendo Switch""}]","Rocket-Engine Co., Ltd.",Mostly Positive,63.0,74.0,False
105908,Foregone,1000760,https://store.steampowered.com/app/1000760/,73,426.0,634.0,1051.0,2021-03-01T00:00:00.000Z,"[""Action"", ""Difficult"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Roguelike"", ""Pixel Graphics"", ""Hack and Slash"", ""Metroidvania"", ""Atmospheric"", ""Platformer"", ""2D"", ""Singleplayer"", ""Replay Value"", ""Roguelite"", ""Story Rich"", ""Action-Adventure"", ""Exploration"", ""Souls-like"", ""Female Protagonist""]","[{""name"": ""PC""}]",Big Blue Bubble,Very Positive,1287.0,81.0,False
105909,PixelJunk Raiders,,,57,,3826.0,,2021-03-01T00:00:00.000Z,"[""Action""]","[{""name"": ""Google Stadia""}]",q-games,,,,False
105910,Maquette,762840,https://store.steampowered.com/app/762840/,70,223.0,258.0,337.0,2021-03-02T00:00:00.000Z,"[""Emotional"", ""Beautiful"", ""Drama"", ""Stylized"", ""Adventure"", ""Indie"", ""Puzzle"", ""Walking Simulator"", ""First-Person"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""Mystery"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""Romance"", ""Exploration""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]",Graceful Decay,Mixed,575.0,69.0,False
105911,Monster Jam Steel Titans 2,1205480,https://store.steampowered.com/app/1205480/,60,382.0,1735.0,,2021-03-02T00:00:00.000Z,"[""Simulation"", ""Action"", ""Third Person"", ""Adventure"", ""Fantasy"", ""Family Friendly"", ""Physics"", ""Multiplayer"", ""Driving"", ""Remake"", ""Local Multiplayer"", ""Arcade"", ""Sports"", ""Offroad"", ""First-Person"", ""Racing"", ""Co-op"", ""Singleplayer"", ""PvP"", ""Exploration"", ""Local Co-Op""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}]",Rainbow Studios,Mostly Positive,290.0,78.0,False
105912,Neptunia Virtual Stars,1399840,https://store.steampowered.com/app/1399840/,57,871.0,1237.0,1756.0,2021-03-29T00:00:00.000Z,"[""Comedy"", ""Action"", ""Party-Based RPG"", ""Third Person"", ""Nudity"", ""Character Customization"", ""Sexual Content"", ""Adventure"", ""Fantasy"", ""JRPG"", ""Cute"", ""RPG"", ""Hack and Slash"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Combat"", ""Funny"", ""Anime"", ""Female Protagonist""]","[{""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}]","Idea Factory, Compile Heart",Mixed,365.0,55.0,False
105913,3 Out of 10: Season Two,,,82,211.0,282.0,346.0,2021-03-03T00:00:00.000Z,"[""Adventure""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Terrible Posture Games,,,,False
105914,Revita,1175460,https://store.steampowered.com/app/1175460/,79,580.0,1722.0,30000.0,2022-04-21T00:00:00.000Z,"[""Action"", ""Retro"", ""Twin Stick Shooter"", ""Adventure"", ""Loot"", ""Action Roguelike"", ""Roguelike"", ""Old School"", ""Pixel Graphics"", ""Cute"", ""RPG"", ""Dungeon Crawler"", ""Colorful"", ""Score Attack"", ""Shooter"", ""PvE"", ""2D"", ""Looter Shooter"", ""Roguelite"", ""Procedural Generation"", ""Action-Adventure"", ""Gun Customization""]","[{""name"": ""PC""}]",BenStar,Very Positive,1631.0,84.0,False
105915,Sir Lovelot,1055170,https://store.steampowered.com/app/1055170/,68,133.0,169.0,262.0,2021-03-03T00:00:00.000Z,"[""Action"", ""Retro"", ""Difficult"", ""Adventure"", ""Fantasy"", ""Indie"", ""Precision Platformer"", ""Family Friendly"", ""Old School"", ""Puzzle"", ""Pixel Graphics"", ""Choices Matter"", ""Medieval"", ""Score Attack"", ""2D Platformer"", ""Platformer"", ""2D"", ""Singleplayer"", ""Funny"", ""Action-Adventure""]","[{""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}]",pixel games SARL-S,Very Positive,59.0,88.0,False
105916,Everhood,1229380,https://store.steampowered.com/app/1229380/,82,400.0,606.0,1387.0,2021-03-04T00:00:00.000Z,"[""Action"", ""Multiple Endings"", ""Adventure"", ""Indie"", ""2.5D"", ""Rhythm"", ""Pixel Graphics"", ""RPG"", ""Surreal"", ""Colorful"", ""Music"", ""2D"", ""Singleplayer"", ""Story Rich"", ""Level Editor"", ""Great Soundtrack"", ""Psychedelic"", ""Bullet Hell"", ""Soundtrack"", ""Action-Adventure"", ""Epic""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Chris Nordgren, Jordi Roca",Overwhelmingly Positive*,8021.0,95.0,False
105917,GNOSIA,1608290,https://store.steampowered.com/app/1608290/,84,1033.0,1345.0,1261.0,2022-01-23T00:00:00.000Z,"[""Simulation"", ""Sci-fi"", ""Time Travel"", ""Adventure"", ""Indie"", ""Psychological"", ""Detective"", ""Space"", ""RPG"", ""Atmospheric"", ""Mystery"", ""Visual Novel"", ""Singleplayer"", ""Class-Based"", ""Roguelite"", ""Horror"", ""Story Rich"", ""Anime"", ""LGBTQ+""]","[{""name"": ""Nintendo Switch""}]",Petit Depotto,Very Positive*,642.0,93.0,False
105918,Loop Hero,1282730,https://store.steampowered.com/app/1282730/,84,1707.0,2320.0,3445.0,2021-03-04T00:00:00.000Z,"[""Deckbuilding"", ""Dark"", ""Adventure"", ""Fantasy"", ""Indie"", ""Roguelike"", ""Old School"", ""Pixel Graphics"", ""Choices Matter"", ""Turn-Based"", ""Minimalist"", ""RPG"", ""Time Management"", ""Strategy"", ""Management"", ""2D"", ""Dark Fantasy"", ""Resource Management"", ""Roguelite"", ""Story Rich"", ""Turn-Based Tactics"", ""Strategy RPG"", ""Card Game"", ""Tactical""]","[{""name"": ""PC""}]",Four Quarters,Very Positive*,15457.0,91.0,False
105919,Mail Mole,1273540,https://store.steampowered.com/app/1273540/,74,219.0,367.0,481.0,2021-03-04T00:00:00.000Z,"[""Comedy"", ""Third Person"", ""Stylized"", ""Character Customization"", ""Adventure"", ""Indie"", ""Family Friendly"", ""Old School"", ""Puzzle"", ""Controller"", ""Cute"", ""Collectathon"", ""Colorful"", ""Platformer"", ""Cartoon"", ""Singleplayer"", ""3D"", ""Funny"", ""3D Platformer"", ""Cartoony"", ""Exploration""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}]","Talpa Games, Undercoders",Very Positive,168.0,89.0,False
105920,Sea of Solitude: Director's Cut,,,62,,,,2021-03-04T00:00:00.000Z,"[""Action"", ""Platformer"", ""Adventure""]","[{""name"": ""Nintendo Switch""}]","QUANTIC DREAM, Koch Distribution",,,,False
105921,The Climb 2,,,76,213.0,501.0,928.0,2021-03-04T00:00:00.000Z,"[""Action""]","[{""name"": ""Meta Quest""}]",Crytek,,,,False
105922,The Life and Suffering of Sir Brante,1272160,https://store.steampowered.com/app/1272160/,83,595.0,952.0,2071.0,2021-03-04T00:00:00.000Z,"[""Simulation"", ""Dark"", ""Adventure"", ""Fantasy"", ""Indie"", ""Tabletop"", ""Choices Matter"", ""Interactive Story"", ""Medieval"", ""RPG"", ""Interactive Fiction"", ""Violent"", ""Strategy"", ""Management"", ""Atmospheric"", ""Text-Based"", ""2D"", ""Dark Fantasy"", ""Visual Novel"", ""Singleplayer"", ""Replay Value"", ""Choose Your Own Adventure"", ""Story Rich""]","[{""name"": ""PC""}]","Sever, Schisma Games",Very Positive*,2516.0,89.0,False
105923,Antonball Deluxe,1382320,https://store.steampowered.com/app/1382320/,73,210.0,186.0,,2021-03-05T00:00:00.000Z,"[""Comedy"", ""Action"", ""Retro"", ""Adventure"", ""Indie"", ""Family Friendly"", ""Old School"", ""Puzzle"", ""Pixel Graphics"", ""Multiplayer"", ""Arcade"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""2D"", ""Casual"", ""Singleplayer"", ""PvP"", ""Funny"", ""Competitive""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Summitsphere,Overwhelmingly Positive,729.0,96.0,False
105924,Harvest Moon: One World,1246870,https://store.steampowered.com/app/1246870/,51,1533.0,1981.0,3600.0,2021-09-07T00:00:00.000Z,"[""Simulation"", ""Farming Sim"", ""Agriculture"", ""Crafting"", ""Adventure"", ""Cartoon"", ""RPG"", ""Cartoony"", ""Singleplayer"", ""3D"", ""Colorful"", ""Choose Your Own Adventure""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]","Natsume Inc., Appci",Mixed,113.0,61.0,False
105925,Stronghold: Warlords,907650,https://store.steampowered.com/app/907650/,71,1105.0,2833.0,,2021-03-09T00:00:00.000Z,"[""Simulation"", ""City Builder"", ""Historical"", ""Economy"", ""Building"", ""Medieval"", ""Strategy"", ""Management"", ""Open World"", ""War"", ""Real Time Tactics"", ""Military"", ""Resource Management"", ""Real-Time"", ""Top-Down"", ""Real-Time Strategy"", ""Sandbox"", ""RTS"", ""Isometric"", ""Base Building"", ""Colony Sim""]","[{""name"": ""PC""}]",FireFly Studios,Mixed*,1839.0,63.0,False
105926,Beach Buggy Racing 2,1230800,https://store.steampowered.com/app/1230800/,73,561.0,2023.0,983.0,2021-03-10T00:00:00.000Z,"[""Multiplayer"", ""Split Screen"", ""Local Multiplayer"", ""Early Access"", ""Cartoon"", ""Sports"", ""Arcade"", ""Racing"", ""4 Player Local"", ""Physics"", ""Controller""]","[{""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}]",Vector Unit,Very Positive,635.0,92.0,False
105927,Blind Drive,1300600,https://store.steampowered.com/app/1300600/,81,103.0,118.0,,2021-03-10T00:00:00.000Z,"[""Action"", ""Dark"", ""Narration"", ""Stylized"", ""Adventure"", ""Indie"", ""Short"", ""Driving"", ""Minimalist"", ""Arcade"", ""Racing"", ""Atmospheric"", ""Experimental"", ""Fast-Paced"", ""Singleplayer"", ""Automobile Sim"", ""Story Rich"", ""Thriller"", ""Funny"", ""Action-Adventure""]","[{""name"": ""PC""}]",Lo-Fi People,Very Positive,322.0,95.0,False
105928,Cyanide & Happiness: Freakpocalypse,,,66,274.0,487.0,658.0,2021-03-11T00:00:00.000Z,"[""Puzzle"", ""Adventure""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]","Explosm, Serenity Forge, Skeleton Crew Studios",,,,False
105929,Flow Weaver,1024850,https://store.steampowered.com/app/1024850/,38,,,,2021-05-03T00:00:00.000Z,"[""Cinematic"", ""Story Rich"", ""Tutorial"", ""Atmospheric"", ""Narration"", ""Magic"", ""Adventure"", ""Fantasy"", ""Indie"", ""First-Person"", ""Singleplayer"", ""3D"", ""Puzzle"", ""VR"", ""Investigation""]","[{""name"": ""Meta Quest""}]","Games by Stitch, Silverstring Media Inc.",,,,False
105930,Lust from Beyond,1035120,https://store.steampowered.com/app/1035120/,61,538.0,607.0,715.0,2021-03-11T00:00:00.000Z,"[""Action"", ""Nudity"", ""Sexual Content"", ""Adventure"", ""Survival Horror"", ""Indie"", ""Mature"", ""Gore"", ""First-Person"", ""Violent"", ""Atmospheric"", ""Psychological Horror"", ""NSFW"", ""Mystery"", ""Singleplayer"", ""Horror"", ""Illuminati"", ""Stealth"", ""Lovecraftian"", ""Exploration""]","[{""name"": ""PC""}]",Movie Games Lunarium,Very Positive,1669.0,81.0,False
105931,Monster Energy Supercross - The Official Videogame 4,1304340,https://store.steampowered.com/app/1304340/,68,570.0,2040.0,2280.0,2021-03-11T00:00:00.000Z,"[""Multiplayer"", ""Simulation"", ""PvP"", ""Third Person"", ""Motorbike"", ""Sports"", ""Motocross"", ""First-Person"", ""Singleplayer"", ""Racing""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Google Stadia""}, {""name"": ""Xbox One""}]",Milestone S.r.l.,Mixed,498.0,69.0,False
105932,Total War: THREE KINGDOMS - Fates Divided,1493250,https://store.steampowered.com/app/1493250/,78,,,,2021-03-11T00:00:00.000Z,"[""Turn-Based Strategy"", ""Action"", ""Real-Time Strategy"", ""Violent"", ""Strategy""]","[{""name"": ""PC""}]","CREATIVE ASSEMBLY, Feral Interactive, Feral Interactive",Mixed,613.0,59.0,True
105933,A-Train: All Aboard! Tourism,1685460,https://store.steampowered.com/app/1685460/,68,3900.0,,,2021-12-07T00:00:00.000Z,"[""Economy"", ""Simulation"", ""Level Editor"", ""Top-Down"", ""Immersive Sim"", ""City Builder"", ""Building"", ""Trains"", ""Singleplayer"", ""3D"", ""Management"", ""Puzzle"", ""Resource Management"", ""Strategy""]","[{""name"": ""Nintendo Switch""}]",ARTDINK,Mostly Positive,170.0,72.0,False
105934,Pascal's Wager: Definitive Edition,1456650,https://store.steampowered.com/app/1456650/,55,,,,2021-03-11T00:00:00.000Z,"[""Action"", ""Atmospheric"", ""Dark"", ""Third Person"", ""Difficult"", ""Adventure"", ""Fantasy"", ""Dark Fantasy"", ""RPG"", ""Action-Adventure"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Souls-like"", ""Female Protagonist"", ""Story Rich""]","[{""name"": ""PC""}]",TipsWorks,Mostly Positive,1168.0,70.0,False
105935,Eximius: Seize the Frontline,505740,https://store.steampowered.com/app/505740/,63,817.0,,,2021-03-16T00:00:00.000Z,"[""Action"", ""First-Person Shooter"", ""Futuristic"", ""Building"", ""Sports"", ""First-Person"", ""Strategy"", ""Post-apocalyptic"", ""War"", ""Real Time Tactics"", ""Shooter"", ""FPS"", ""PvE"", ""Military"", ""Hero Shooter"", ""3D"", ""PvP"", ""Team-Based"", ""Real-Time Strategy"", ""RTS"", ""Isometric"", ""Base Building"", ""Competitive"", ""eSports""]","[{""name"": ""PC""}]",Ammobox Studios,Mostly Positive,495.0,74.0,False
105936,Mundaun,720350,https://store.steampowered.com/app/720350/,74,423.0,451.0,502.0,2021-03-16T00:00:00.000Z,"[""Emotional"", ""Dark"", ""Stylized"", ""Adventure"", ""Puzzle"", ""Psychological"", ""Walking Simulator"", ""First-Person"", ""Surreal"", ""Nature"", ""Atmospheric"", ""Mystery"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Cinematic"", ""Foreign"", ""Hand-drawn"", ""Thriller"", ""Exploration""]","[{""name"": ""PC""}]",Hidden Fields,Very Positive,1221.0,93.0,False
105937,R.B.I. Baseball 21,1462150,https://store.steampowered.com/app/1462150/,52,600.0,1200.0,1320.0,2021-03-16T00:00:00.000Z,"[""Multiplayer"", ""Simulation"", ""Third Person"", ""Baseball"", ""Sports"", ""Realistic"", ""Arcade"", ""3D""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",MLB,Mixed,179.0,54.0,False
105938,Adios,1271400,https://store.steampowered.com/app/1271400/,72,81.0,93.0,120.0,2021-03-16T00:00:00.000Z,"[""Dark"", ""Drama"", ""Adventure"", ""Short"", ""Mature"", ""Choices Matter"", ""Walking Simulator"", ""Conversation"", ""Crime"", ""Interactive Fiction"", ""First-Person"", ""Atmospheric"", ""Point & Click"", ""Mystery"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Thriller"", ""Exploration""]","[{""name"": ""Xbox One""}, {""name"": ""PC""}]",Mischief,Very Positive,1003.0,94.0,False
105939,NeoGeo Pocket Color Selection Vol. 1,,,77,,,,2021-03-17T00:00:00.000Z,"[""Sports"", ""Action"", ""Fighting""]","[{""name"": ""Nintendo Switch""}]",SNK,,,,False
105940,The Outer Worlds: Murder on Eridanos,1393111,https://store.steampowered.com/app/1393111/,72,289.0,546.0,658.0,2021-03-17T00:00:00.000Z,"[""Gore"", ""Action"", ""Sci-fi"", ""PvE"", ""Adventure"", ""Mystery"", ""Noir"", ""RPG"", ""First-Person"", ""Singleplayer"", ""Action RPG"", ""Violent"", ""Exploration"", ""Open World""]","[{""name"": ""PC""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Obsidian Entertainment,Very Positive,230.0,85.0,True
105941,Dogworld,1198210,https://store.steampowered.com/app/1198210/,74,330.0,420.0,480.0,2021-03-18T00:00:00.000Z,"[""Great Soundtrack"", ""Metroidvania"", ""2D Platformer"", ""Action"", ""Platformer"", ""Sci-fi"", ""Multiple Endings"", ""Soundtrack"", ""2D"", ""Side Scroller"", ""Difficult"", ""Adventure"", ""Indie"", ""Singleplayer"", ""Dog"", ""Exploration"", ""Controller"", ""Story Rich""]","[{""name"": ""PC""}]",Lateralis Heavy Industries,Very Positive,101.0,97.0,False
105942,DOOM Eternal: The Ancient Gods - Part Two,1098293,https://store.steampowered.com/app/1098293/,75,228.0,264.0,313.0,2021-03-18T00:00:00.000Z,"[""Multiplayer"", ""Great Soundtrack"", ""Gore"", ""Action"", ""FPS"", ""Shooter"", ""Soundtrack"", ""Difficult"", ""First-Person Shooter"", ""Blood"", ""Fast-Paced"", ""First-Person"", ""Singleplayer"", ""Violent"", ""Demons""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""Google Stadia""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""Xbox One""}]",id Software,Mixed,3006.0,62.0,False
105943,Endzone - A World Apart,933820,https://store.steampowered.com/app/933820/,68,1413.0,2529.0,4296.0,2021-03-18T00:00:00.000Z,"[""Simulation"", ""City Builder"", ""Difficult"", ""Indie"", ""Economy"", ""Multiplayer"", ""Building"", ""Strategy"", ""Management"", ""Post-apocalyptic"", ""Atmospheric"", ""Realistic"", ""Singleplayer"", ""Resource Management"", ""Real-Time"", ""Procedural Generation"", ""Sandbox"", ""Base Building"", ""Colony Sim"", ""Survival""]","[{""name"": ""PC""}]",Gentlymad Studios,Mostly Positive*,3249.0,76.0,False
105944,Magic Twins,1270080,https://store.steampowered.com/app/1270080/,75,,,,2021-03-18T00:00:00.000Z,"[""Action"", ""Character Customization"", ""Twin Stick Shooter"", ""Indie"", ""Family Friendly"", ""Puzzle"", ""Cute"", ""Logic"", ""Arcade"", ""Strategy"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""Magic"", ""Experimental"", ""2D"", ""Casual"", ""Co-op"", ""Funny"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Flying Beast Labs,Positive,19.0,100.0,False
105945,Neurodeck,1253860,https://store.steampowered.com/app/1253860/,65,,,,2021-03-18T00:00:00.000Z,"[""Deckbuilding"", ""Difficult"", ""Indie"", ""Fantasy"", ""Card Battler"", ""Roguelike"", ""Turn-Based"", ""RPG"", ""Dungeon Crawler"", ""Strategy"", ""Atmospheric"", ""2D"", ""Mouse only"", ""Casual"", ""Singleplayer"", ""Replay Value"", ""Roguelite"", ""Card Game"", ""Lovecraftian""]","[{""name"": ""PC""}]",TavroxGames,Mixed,165.0,52.0,False
105946,Pile Up,1109820,https://store.steampowered.com/app/1109820/,73,,402.0,,2021-03-18T00:00:00.000Z,"[""Simulation"", ""Adventure"", ""Puzzle"", ""Physics"", ""Controller"", ""Multiplayer"", ""Local Multiplayer"", ""Cute"", ""Arcade"", ""Basketball"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""Cartoon"", ""Casual"", ""Co-op"", ""Singleplayer"", ""3D"", ""PvP"", ""Funny"", ""Cartoony"", ""Local Co-Op""]","[{""name"": ""PC""}]",Seed by Seed,Very Positive,60.0,96.0,False
105947,Space Otter Charlie,1275790,https://store.steampowered.com/app/1275790/,78,210.0,,,2021-03-18T00:00:00.000Z,"[""Action"", ""Sci-fi"", ""Adventure"", ""Indie"", ""Family Friendly"", ""Puzzle"", ""Physics"", ""Multiplayer"", ""Futuristic"", ""Local Multiplayer"", ""Cute"", ""Space"", ""Arcade"", ""Platformer"", ""Shooter"", ""2D"", ""Cartoon"", ""Casual"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}]",Wayward Distractions,Positive,29.0,96.0,False
