ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
100109,Tiny Brains,Tiny Brains,https://store.steampowered.com/app/253690/,Mostly Positive,390,78,11/12/2013,Spearhead Games,Spearhead Games,"Action, Adventure, Casual, Puzzle, 4 Player Local, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Indie, Funny, Short",FALSE,FALSE
100110,Broken Sword 5: The Serpent's Curse,Broken Sword 5 - the Serpent's Curse,https://store.steampowered.com/app/262940/,Very Positive,1827,89,20/6/2014,Revolution Software Ltd,Revolution Software Ltd,"Adventure, Puzzle, Exploration, Point & Click, Investigation, Cartoon, Cartoony, Cinematic, Hand-drawn, 1990's, Conspiracy, Detective, Historical, Mystery, Story Rich, Female Protagonist, Singleplayer, Drama, Indie, Funny",FALSE,FALSE
100111,Speedball 2 HD,Speedball 2 HD,https://store.steampowered.com/app/251690/,Mostly Positive,333,71,5/12/2013,"Bitmap Brothers, Vivid Games",Rebellion,"Action, Sports, Retro, Local Multiplayer, Multiplayer, Indie, Remake",FALSE,FALSE
100112,SteamWorld Dig,SteamWorld Dig,https://store.steampowered.com/app/252410/,Very Positive*,2904,93,5/12/2013,Image & Form Games,Image & Form Games,"Action, Adventure, Casual, RPG, Exploration, Mining, Platformer, Sandbox, Metroidvania, Side Scroller, 2D, Robots, Sci-fi, Steampunk, Western, Singleplayer, Indie, Soundtrack, Great Soundtrack, Short, Controller",FALSE,FALSE
100113,Wooden Sen'SeY,Wooden Sen'SeY,https://store.steampowered.com/app/259830/,Mixed,34,58,5/12/2013,Upper Byte,Spawn Digital,"Action, Platformer, Indie",FALSE,FALSE
100114,Gomo,Gomo,https://store.steampowered.com/app/265330/,Mostly Positive,1498,76,6/12/2013,Fishcow Studio,Daedalic Entertainment,"Adventure, Casual, Puzzle, Point & Click, 2D, Hand-drawn, Family Friendly, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Short",FALSE,FALSE
100117,Samurai Gunn,Samurai GUNN,https://store.steampowered.com/app/239090/,Very Positive,336,93,10/12/2013,"Beau Blyth, Doseone",Beau Blyth,"Action, Arcade, Fighting, 2D Fighter, 2D, Pixel Graphics, Swordplay, Combat, PvP, 4 Player Local, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Indie, Soundtrack, Competitive, Great Soundtrack, Controller",FALSE,FALSE
100118,The Novelist,The Novelist,https://store.steampowered.com/app/245150/,Mostly Positive,546,78,10/12/2013,Orthogonal Games,Orthogonal Games,"Adventure, Casual, Experimental, Exploration, Interactive Fiction, Stealth, Walking Simulator, First-Person, Atmospheric, Supernatural, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Drama, Indie, Emotional, Psychological, Replay Value, Short",FALSE,FALSE
100119,Stick it to the Man!,Stick It To The Man!,https://store.steampowered.com/app/251830/,Very Positive,495,94,13/12/2013,Zoink Games,Ripstone,"Action, Adventure, Puzzle, Platformer, Point & Click, 2D, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Comedy",FALSE,FALSE
100120,Teslagrad,Teslagrad,https://store.steampowered.com/app/249590/,Very Positive,1679,83,13/12/2013,Rain Games,Rain Games,"Action, Adventure, Puzzle, Exploration, Platformer, Metroidvania, Side Scroller, 2D, Cute, Atmospheric, Dark, Dark Fantasy, Fantasy, Retro, Steampunk, Nonlinear, Physics, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack",FALSE,FALSE
100121,Violett,Violett,https://store.steampowered.com/app/257830/,Mixed,535,59,13/12/2013,Forever Entertainment S. A.,Forever Entertainment S. A.,"Adventure, Puzzle, Hidden Object, Point & Click, Female Protagonist, Singleplayer, Indie",FALSE,FALSE
100122,The Walking Dead: Season Two - A Telltale Games Series,The Walking Dead: Season Two,https://store.steampowered.com/app/261030/,Overwhelmingly Positive,12410,95,17/12/2013,Telltale Games,Skybound Games,"Action, Adventure, Point & Click, Survival, Choose Your Own Adventure, Horror, Cinematic, Comic Book, Atmospheric, Post-apocalyptic, Choices Matter, Story Rich, Female Protagonist, Singleplayer, Drama, Episodic, Emotional, Gore, Mature",FALSE,FALSE
100124,Assassin's Creed: Freedom Cry,Assassin's Creed Freedom Cry,https://store.steampowered.com/app/277590/,Mostly Positive,1016,74,25/2/2014,Ubisoft Montreal,Ubisoft,"Action, Adventure, RPG, Open World, Stealth, Third Person, Atmospheric, Assassin, Historical, Naval, Parkour, Pirates, Sci-fi, Swordplay, Sailing, Story Rich, Multiplayer, Singleplayer, Soundtrack, Great Soundtrack, Gore",FALSE,FALSE
100126,Knytt Underground,Knytt Underground,https://store.steampowered.com/app/248190/,Very Positive,212,83,25/10/2013,Nifflas' Games,Ripstone,"Adventure, Puzzle, Exploration, Platformer, Metroidvania, Precision Platformer, 2D, Atmospheric, Physics, Story Rich, Female Protagonist, Singleplayer, Indie, Soundtrack, Great Soundtrack, Relaxing",FALSE,FALSE
100127,Max: The Curse of Brotherhood,Max: The Curse of Brotherhood,https://store.steampowered.com/app/255390/,Very Positive,1450,94,21/5/2014,Press Play,Xbox Game Studios,"Action, Adventure, Puzzle, Platformer, Side Scroller, 2.5D, 2D, Singleplayer, Indie, Funny, Controller",FALSE,FALSE
100128,Halo: Spartan Assault,Halo: Spartan Assault,https://store.steampowered.com/app/277430/,Mostly Positive*,2298,74,4/4/2014,"Vanguard Games, 343 Industries",Xbox Game Studios,"Action, Adventure, Strategy, Arcade, Shooter, Third-Person Shooter, Top-Down Shooter, Twin Stick Shooter, Isometric, Third Person, Top-Down, Aliens, Futuristic, Sci-fi, Space, Co-op, Multiplayer, Singleplayer, Soundtrack, Great Soundtrack, Touch-Friendly",FALSE,FALSE
100129,continue?9876543210,Continue?9876543210,https://store.steampowered.com/app/263340/,Mixed,104,54,3/1/2014,Jason Oda,Jason Oda,"Action, Adventure, Indie",FALSE,FALSE
100130,Kingdom Rush,Kingdom Rush,https://store.steampowered.com/app/246420/,Overwhelmingly Positive*,4243,96,6/1/2014,Ironhide Game Studio,Ironhide Game Studio,"Action, Adventure, Casual, RPG, Strategy, Action-Adventure, Tower Defense, 2D, Cartoon, Cartoony, Colorful, Fantasy, Medieval, Tactical, Singleplayer, Indie, Difficult, Funny, Comedy, Touch-Friendly",FALSE,FALSE
100132,CONSORTIUM,CONSORTIUM,https://store.steampowered.com/app/264240/,Mostly Positive,1513,71,8/1/2014,Interdimensional Games Inc,Interdimensional Games Inc,"Action, Adventure, RPG, Shooter, FPS, Immersive Sim, First-Person, Sci-fi, Space, Choices Matter, Story Rich, Singleplayer, Indie, Short, Kickstarter",FALSE,FALSE
100133,Metal Gear Rising: Revengeance,METAL GEAR RISING: REVENGEANCE,https://store.steampowered.com/app/235460/,Overwhelmingly Positive*,37655,95,9/1/2014,PlatinumGames,KONAMI,"Action, Adventure, Character Action Game, Stealth, Beat 'em up, Hack and Slash, Spectacle fighter, Third Person, Cyberpunk, Mechs, Ninja, Sci-fi, Swordplay, Story Rich, Singleplayer, Soundtrack, Difficult, Fast-Paced, Great Soundtrack, Replay Value, Gore",FALSE,FALSE
100135,Nidhogg,Nidhogg,https://store.steampowered.com/app/94400/,Very Positive*,4012,91,13/1/2014,Messhof,Messhof,"Action, Sports, Fighting, Platformer, 2D Fighter, 2D, Pixel Graphics, Swordplay, PvP, Local Co-Op, Local Multiplayer, Multiplayer, Indie, Soundtrack, GameMaker, Competitive, Fast-Paced, Funny, Great Soundtrack, Controller",FALSE,FALSE
100136,The Banner Saga,The Banner Saga,https://store.steampowered.com/app/237990/,Very Positive*,7616,88,14/1/2014,Stoic,Stoic Studio,"Adventure, RPG, Strategy, Strategy RPG, Turn-Based Strategy, Tactical RPG, 2D, Hand-drawn, Atmospheric, Fantasy, Tactical, Choices Matter, Story Rich, Singleplayer, Indie, Soundtrack, Turn-Based, Great Soundtrack, Crowdfunded, Kickstarter",FALSE,FALSE
100138,Unepic,Unepic,https://store.steampowered.com/app/233980/,Very Positive*,1743,84,25/7/2014,@unepic_fran,Unepic Games,"Action, Adventure, RPG, Exploration, Platformer, Metroidvania, Side Scroller, 2D, Pixel Graphics, Fantasy, Magic, Retro, Co-op, Multiplayer, Online Co-Op, Singleplayer, Indie, Epic, Funny, Comedy",FALSE,FALSE
100140,Blackguards,Blackguards,https://store.steampowered.com/app/249650/,Mixed*,1241,58,22/1/2014,Daedalic Entertainment,Daedalic Entertainment,"Action, Adventure, RPG, Strategy, Turn-Based Strategy, CRPG, Tactical RPG, Turn-Based Tactics, Isometric, Dark, Dark Fantasy, Fantasy, Tactical, Character Customization, Combat, Hex Grid, Story Rich, Turn-Based Combat, Singleplayer, Indie, Turn-Based, Difficult",FALSE,FALSE
100141,Might & Magic X: Legacy,Might & Magic X - Legacy,https://store.steampowered.com/app/238750/,Mixed*,1679,64,23/1/2014,Ubisoft,Ubisoft,"Adventure, RPG, Exploration, Open World, Party-Based RPG, CRPG, Dungeon Crawler, First-Person, Fantasy, Magic, Old School, Retro, Tactical, Combat, Grid-Based Movement, Turn-Based Combat, Singleplayer, Turn-Based, Classic, Difficult",FALSE,FALSE
100143,Call of Duty: Ghosts - Onslaught,Call of Duty: Ghosts - Onslaught,https://store.steampowered.com/app/259250/,Positive,41,87,27/2/2014,Infinity Ward,Activision,"Action, Shooter, FPS, Aliens, Multiplayer, Singleplayer",TRUE,FALSE
100144,Strike Vector,Strike Vector,https://store.steampowered.com/app/246700/,Mixed*,1479,67,28/1/2014,Ragequit Corporation,Ragequit Corporation,"Action, Simulation, Shooter, Arena Shooter, Flight, FPS, Third-Person Shooter, First-Person, Mechs, Sci-fi, Space, 6DOF, Multiplayer, Indie, Competitive, Difficult, Fast-Paced",FALSE,FALSE
100145,Saturday Morning RPG,Saturday Morning RPG,https://store.steampowered.com/app/263320/,Mostly Positive,318,77,29/1/2014,Mighty Rabbit Studios,Critical Depth,"RPG, JRPG, Cartoon, Pixel Graphics, 1980s, Retro, Singleplayer, Indie, Soundtrack, Turn-Based, Funny, Great Soundtrack, Comedy",FALSE,FALSE
100146,The Castle Doctrine,The Castle Doctrine,https://store.steampowered.com/app/249570/,Mixed,262,44,29/1/2014,Jason Rohrer,Jason Rohrer,"Puzzle, Simulation, Strategy, Roguelike, 2D, Pixel Graphics, Dark, Perma Death, Massively Multiplayer, Multiplayer, Indie, Difficult",FALSE,FALSE
100147,Octodad: Dadliest Catch,Octodad: Dadliest Catch,https://store.steampowered.com/app/224480/,Very Positive*,5996,94,30/1/2014,Young Horses,Young Horses,"Action, Adventure, Puzzle, Simulation, Walking Simulator, Third Person, Family Friendly, Physics, Intentionally Awkward Controls, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Indie, Soundtrack, Addictive, Difficult, Funny, Great Soundtrack, Short, Comedy",FALSE,FALSE
100148,Loadout,Loadout,https://store.steampowered.com/app/208090/,Very Positive,19176,84,31/1/2014,Edge of Reality,Edge of Reality,"Action, Shooter, Arena Shooter, Third-Person Shooter, Cartoon, Cartoony, Third Person, Character Customization, Crafting, Gun Customization, Co-op, Massively Multiplayer, Multiplayer, Indie, Fast-Paced, Funny, Comedy, Blood, Gore, Mature, Free to Play",FALSE,FALSE
100150,realMyst: Masterpiece Edition,realMyst: Masterpiece Edition,https://store.steampowered.com/app/244430/,Very Positive,1351,88,5/2/2014,Cyan Worlds Inc,Cyan Worlds Inc,"Adventure, Casual, Puzzle, Exploration, Point & Click, Walking Simulator, First-Person, FMV, Atmospheric, Mystery, Surreal, Story Rich, Singleplayer, Indie, Remake, Beautiful, Classic, Difficult, Relaxing",FALSE,FALSE
100151,Gigantic Army,Gigantic Army,https://store.steampowered.com/app/278930/,Mostly Positive,206,77,6/3/2014,ASTRO PORT,Henteko Doujin,"Action, Casual, Arcade, Platformer, Shooter, 2D Platformer, Runner, Shoot 'Em Up, Side Scroller, 2D, Anime, Pixel Graphics, 1980s, Mechs, Retro, Robots, Sci-fi, Indie, Difficult, Controller",FALSE,FALSE
100152,Retro City Rampage DX,Retro City Rampage DX,https://store.steampowered.com/app/204630/,Very Positive,1674,88,11/11/2014,"Vblank Entertainment,  Inc.","Vblank Entertainment,  Inc.","Action, Adventure, Racing, Open World, Sandbox, Shooter, 2D, Pixel Graphics, Top-Down, 1980s, Crime, Retro, Satire, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Comedy, Violent",FALSE,FALSE
100155,LOVE,LOVE,https://store.steampowered.com/app/269270/,Very Positive,813,92,7/2/2014,Fred Wood,Fred Wood,"Action, Platformer, Precision Platformer, 2D, Minimalist, Pixel Graphics, Retro, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack, Short",FALSE,FALSE
100156,The LEGO Movie Videogame,The LEGO Movie - Videogame,https://store.steampowered.com/app/267530/,Very Positive*,1675,83,7/2/2014,"TT Fusion, Traveller's Tales",Warner Bros. Interactive Entertainment,"Action, Adventure, Casual, RPG, Building, Open World, Platformer, Sandbox, 3D, 3D Vision, Split Screen, Third Person, Family Friendly, Co-op, Local Co-Op, Multiplayer, Singleplayer, LEGO, Funny, Comedy, Controller",FALSE,FALSE
100158,Line Of Defense Tactics - Tactical Advantage,Line Of Defense Tactics - Tactical Advantage,https://store.steampowered.com/app/267220/,Negative,11,9,17/3/2014,3000AD,3000AD,"Action, Casual, RPG, Strategy, RTS, Real Time Tactics, Tactical RPG, Turn-Based Tactics, 2D, 3D, Colorful, Top-Down, Futuristic, Sci-fi, Space, Tactical, Artificial Intelligence, Singleplayer, Indie, Turn-Based",FALSE,FALSE
100160,NaissanceE,NaissanceE,https://store.steampowered.com/app/265690/,Very Positive*,2655,85,13/2/2014,Limasse Five,Limasse Five,"Adventure, Puzzle, Exploration, Platformer, Walking Simulator, Horror, Abstract, First-Person, Minimalist, Psychedelic, Atmospheric, Parkour, Surreal, Female Protagonist, Singleplayer, Indie, Soundtrack, Beautiful, Great Soundtrack, Free to Play",FALSE,FALSE
100161,Dusty Revenge,Dusty Revenge,https://store.steampowered.com/app/252430/,Mixed,101,50,17/2/2014,PD Design Studio,PD Design Studio,"Action, Platformer, Beat 'em up, Side Scroller, 2D, Co-op, Local Co-Op, Indie",FALSE,FALSE
100162,Banished,Banished,https://store.steampowered.com/app/242920/,Very Positive*,25273,89,18/2/2014,Shining Rock Software LLC,Shining Rock Software LLC,"Simulation, Strategy, Building, Management, Open World, RTS, Sandbox, Survival, City Builder, Colony Sim, Economy, Historical, Medieval, Procedural Generation, Resource Management, Singleplayer, Indie, Beautiful, Difficult, Relaxing",FALSE,FALSE
100163,Strider,Strider,https://store.steampowered.com/app/235210/,Very Positive*,1336,83,19/2/2014,"Double Helix Games, Capcom",Capcom,"Action, Adventure, Arcade, Platformer, Hack and Slash, Metroidvania, Side Scroller, 2.5D, 2D, Anime, Cyberpunk, Ninja, Retro, Sci-fi, Singleplayer, Remake, Classic, Fast-Paced, Controller",FALSE,FALSE
100167,Castlevania: Lords of Shadow 2,Castlevania: Lords of Shadow 2,https://store.steampowered.com/app/239250/,Mostly Positive,1590,78,25/2/2014,MercurySteam,KONAMI,"Action, Adventure, RPG, Action RPG, Hack and Slash, Horror, Metroidvania, Third Person, Atmospheric, Dark, Fantasy, Gothic, Vampire, Story Rich, Singleplayer, Sequel, Soundtrack, Epic, Great Soundtrack, Gore, Violent",FALSE,FALSE
100168,Grim Legends: The Forsaken Bride,Grim Legends: The Forsaken Bride,https://store.steampowered.com/app/284850/,Overwhelmingly Positive,1005,95,25/2/2014,Artifex Mundi,Artifex Mundi,"Adventure, Casual, Puzzle, Hidden Object, Point & Click, Horror, 2D, Cartoon, Cartoony, Colorful, Atmospheric, Family Friendly, Fantasy, Mystery, Story Rich, Female Protagonist, Singleplayer, Indie, Soundtrack, Great Soundtrack, Relaxing, Short",FALSE,FALSE
100171,Thief,Thief,https://store.steampowered.com/app/239160/,Mixed,7237,67,27/2/2014,"Eidos-Montréal, Feral Interactive","Eidos Interactive Corp., Feral Interactive","Action, Adventure, RPG, Open World, Stealth, FPS, Heist, Horror, First-Person, Atmospheric, Assassin, Dark, Fantasy, Medieval, Parkour, Steampunk, Singleplayer, Remake, Nudity",FALSE,FALSE
100176,South Park: The Stick of Truth,South Park: The Stick of Truth,https://store.steampowered.com/app/213670/,Overwhelmingly Positive*,29065,97,3/3/2014,Obsidian Entertainment,Ubisoft,"Action, Adventure, RPG, Strategy, Open World, Turn-Based Strategy, JRPG, 2D, Cartoon, Dark, Fantasy, Satire, Story Rich, Singleplayer, Turn-Based, Epic, Funny, Comedy, Mature, Nudity",FALSE,FALSE
100178,Tower of Guns,Tower of Guns,https://store.steampowered.com/app/266110/,Very Positive,509,86,4/3/2014,Terrible Posture Games,Terrible Posture Games,"Action, Roguelike, Shooter, Action Roguelike, Bullet Hell, FPS, Roguelite, Shoot 'Em Up, First-Person, Stylized, Sci-fi, Steampunk, Perma Death, Procedural Generation, Singleplayer, Indie, Difficult, Fast-Paced, Replay Value",FALSE,FALSE
100179,10 Second Ninja,10 Second Ninja,https://store.steampowered.com/app/271670/,Very Positive,368,90,5/3/2014,Four Circle Interactive,Mastertronic,"Action, Puzzle, Platformer, 2D Platformer, 2D, Ninja, Singleplayer, Indie, Time Attack, Difficult, Fast-Paced",FALSE,FALSE
100180,Infested Planet,Infested Planet,https://store.steampowered.com/app/204530/,Very Positive*,1837,94,6/3/2014,Rocket Bear Games,Rocket Bear Games,"Action, Strategy, RTS, Tower Defense, 2D, Top-Down, Aliens, Sci-fi, Tactical, Singleplayer, Indie, Real-Time, Real-Time with Pause, Gore",FALSE,FALSE
100181,Year Walk,Year Walk,https://store.steampowered.com/app/269050/,Very Positive,1236,92,6/3/2014,Simogo,Simogo,"Adventure, Puzzle, Point & Click, Walking Simulator, Horror, Atmospheric, Dark, Mythology, Surreal, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack, Psychological, Short",FALSE,FALSE
100182,Riptide GP2,Riptide GP2,https://store.steampowered.com/app/257790/,Very Positive,404,90,7/3/2014,Vector Unit,Vector Unit,"Action, Racing, Simulation, Sports, Arcade, Split Screen, 4 Player Local, Local Multiplayer, Multiplayer, Singleplayer, Indie",FALSE,FALSE
100183,Mitsurugi Kamui Hikae,Mitsurugi Kamui Hikae,https://store.steampowered.com/app/263620/,Very Positive*,1136,80,10/3/2014,Zenith Blue,PLAYISM,"Action, Arcade, Character Action Game, Fighting, 3D Fighter, Beat 'em up, Hack and Slash, Spectacle fighter, 3D, Anime, Cute, Third Person, Destruction, Swordplay, Female Protagonist, Singleplayer, Fast-Paced, Mature, Nudity, Controller",FALSE,FALSE
100184,1954: Alcatraz,1954 Alcatraz,https://store.steampowered.com/app/255280/,Mostly Positive,1372,71,11/3/2014,"Daedalic Entertainment, Irresponsible Games",Daedalic Entertainment,"Adventure, Puzzle, Point & Click, Noir, Crime, LGBTQ+, Story Rich, Female Protagonist, Singleplayer, Indie",FALSE,FALSE
100185,Constant C,Constant C,https://store.steampowered.com/app/251510/,Positive,27,92,7/3/2014,"International Games System,  Co.,  LTD.","International Games System,  Co.,  LTD.","Action, Casual, Puzzle, Platformer, Indie",FALSE,FALSE
