ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
102421,Neonwall,Neonwall,https://store.steampowered.com/app/787650/,,,,13/9/2018,Norain Games,JanduSoft,"Action, Adventure, Puzzle, Strategy, Exploration, Platformer, FPS, Precision Platformer, VR, Cyberpunk, Futuristic, Sci-fi, Physics, Singleplayer, Indie, Funny, Controller",FALSE,FALSE
102422,Feral Fury,Feral Fury,https://store.steampowered.com/app/542660/,Mostly Positive,101,77,3/4/2017,Skandivania Games,Skandivania Games,"Action, Adventure, Roguelike, Shooter, Action Roguelike, Bullet Hell, Dungeon Crawler, Roguelite, Top-Down Shooter, Twin Stick Shooter, 2D, Top-Down, Futuristic, Loot, Perma Death, Indie, Soundtrack, Difficult, Great Soundtrack, Replay Value, Gore, Violent",FALSE,FALSE
102424,Dead Rising 4: Frank Rising,Dead Rising 4 - Frank Rising,https://store.steampowered.com/app/593051/,Mostly Negative,107,29,11/4/2017,"Capcom Game Studio Vancouver,  Inc.",,"Action, Gore, Violent",TRUE,FALSE
102426,LEGO City: Undercover,LEGO City Undercover,https://store.steampowered.com/app/578330/,Very Positive*,3122,90,4/4/2017,Traveller's Tales,TT Games,"Action, Adventure, Racing, Exploration, Open World, Sandbox, Split Screen, Crime, Family Friendly, Memes, Villain Protagonist, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, LEGO, Funny, Comedy, Controller",FALSE,FALSE
102427,Mortal Blitz,Mortal Blitz,https://store.steampowered.com/app/643610/,Mostly Positive,67,73,19/7/2017,Skonec Entertainment,Skonec Entertainment,"Action, Adventure, Action-Adventure, Exploration, Shooter, FPS, Hero Shooter, Shoot 'Em Up, 360 Video, 3D, 3D Vision, First-Person, Psychedelic, VR, Cyberpunk, Sci-fi, Transhumanism, Female Protagonist, Gore",FALSE,FALSE
102430,Use Your Words,Use Your Words,https://store.steampowered.com/app/521350/,Very Positive,736,90,4/4/2017,"Smiling Buddha Games,  LLC",Screenwave Media,"Casual, Co-op, Local Multiplayer, Multiplayer, Indie, Funny, Comedy",FALSE,FALSE
102431,Paradigm,Paradigm,https://store.steampowered.com/app/600370/,Overwhelmingly Positive,948,95,5/4/2017,Jacob Janerka,Jacob Janerka,"Adventure, Puzzle, Point & Click, 2D, Atmospheric, Sci-fi, Surreal, Story Rich, Singleplayer, Indie, Soundtrack, Epic, Funny, Great Soundtrack, Comedy",FALSE,FALSE
102432,Roots of Insanity,Roots of Insanity,https://store.steampowered.com/app/598440/,Mixed,359,69,5/4/2017,"Crania Games, Goktug Ulvan",Crania Games,"Action, Adventure, Action-Adventure, FPS, Horror, Indie, Psychological, Gore, Nudity, Violent",FALSE,FALSE
102433,Dragon Sinker,Dragon Sinker,https://store.steampowered.com/app/745830/,Mostly Positive,19,78,19/12/2017,Exe Create Inc.,KEMCO,"Adventure, Casual, RPG, Simulation, Strategy, Party-Based RPG, Visual Novel, Dungeon Crawler, JRPG, Anime, Pixel Graphics, Fantasy, Old School, Retro, Story Rich, Singleplayer, Indie, Turn-Based",FALSE,FALSE
102434,Graceful Explosion Machine,Graceful Explosion Machine,https://store.steampowered.com/app/575450/,Positive,39,82,8/8/2017,Vertex Pop,Vertex Pop,"Action, Arcade, Shooter, Arena Shooter, Bullet Hell, Shoot 'Em Up, Top-Down Shooter, 2D, Colorful, Cute, Minimalist, Top-Down, Futuristic, Sci-fi, Space, Singleplayer, Indie, Soundtrack, Great Soundtrack, Controller",FALSE,FALSE
102435,Stellaris: Utopia,Stellaris: Utopia,https://store.steampowered.com/app/553280/,Mostly Positive,1290,76,6/4/2017,Paradox Development Studio,Paradox Interactive,"Simulation, Strategy, 4X, Grand Strategy, Sci-fi, Space",FALSE,FALSE
102436,The Franz Kafka Videogame,The Franz Kafka Videogame,https://store.steampowered.com/app/392280/,Mixed,630,63,6/4/2017,Denis Galanin (mif2000),Daedalic Entertainment,"Adventure, Experimental, Puzzle, Point & Click, 2.5D, Cartoon, Cartoony, Hand-drawn, Noir, Psychedelic, Atmospheric, Dark, Dynamic Narration, Space, Surreal, Narration, Singleplayer, Indie, Short, Comedy",FALSE,FALSE
102437,Bullet Soul,BULLET SOUL,https://store.steampowered.com/app/544580/,Very Positive,66,83,7/4/2017,"MAGES. Inc., 5pb","MAGES. Inc., 5pb","Action, Casual, Arcade, Bullet Hell, Shoot 'Em Up, 2D, Anime, Cute, Sci-fi, Soundtrack, Great Soundtrack",FALSE,FALSE
102438,Bulletstorm: Full Clip Edition,Bulletstorm: Full Clip Edition,https://store.steampowered.com/app/501590/,Very Positive,3247,85,7/4/2017,People Can Fly,Gearbox Publishing,"Action, Adventure, Shooter, FPS, First-Person, Atmospheric, Dark, Sci-fi, Story Rich, Co-op, Multiplayer, Singleplayer, Soundtrack, Funny, Great Soundtrack, Comedy, Blood, Gore, Sexual Content, Violent",FALSE,FALSE
102440,The Signal From Tölva,The Signal From Tölva,https://store.steampowered.com/app/457760/,Mostly Positive,774,70,10/4/2017,Big Robot Ltd,Big Robot Ltd,"Action, Adventure, Exploration, Open World, Shooter, Stealth, FPS, First-Person, Atmospheric, Futuristic, Robots, Science, Sci-fi, Sniper, Space, Story Rich, Singleplayer, Indie, Lore-Rich, Replay Value",FALSE,FALSE
102441,A Rose in the Twilight,A Rose in the Twilight,https://store.steampowered.com/app/548840/,Very Positive,451,84,11/4/2017,"Nippon Ichi Software,  Inc.","NIS America,  Inc.","Adventure, Puzzle, Strategy, Platformer, Horror, 2D, Anime, Cute, Atmospheric, Female Protagonist, Soundtrack, Great Soundtrack",FALSE,FALSE
102442,Aaero,Aaero,https://store.steampowered.com/app/499890/,Very Positive,318,92,11/4/2017,Mad Fellows,Wired Productions,"Action, Rhythm, Shooter, On-Rails Shooter, Singleplayer, Indie, Music, Soundtrack, Great Soundtrack, Controller",FALSE,FALSE
102443,Cosmic Star Heroine,Cosmic Star Heroine,https://store.steampowered.com/app/256460/,Very Positive,768,89,11/4/2017,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC,"Adventure, RPG, Exploration, JRPG, 2D, Anime, Pixel Graphics, Cyberpunk, Retro, Sci-fi, Combat, Story Rich, Turn-Based Combat, Female Protagonist, Singleplayer, Indie, Soundtrack, Turn-Based, Funny, Great Soundtrack, Comedy, Kickstarter",FALSE,FALSE
102444,Crawl,Crawl,https://store.steampowered.com/app/293780/,Overwhelmingly Positive*,3813,95,11/4/2017,Powerhoof,Powerhoof,"Action, RPG, Arcade, Roguelike, Action Roguelike, Dungeon Crawler, Horror, 2D, Pixel Graphics, Fantasy, Lovecraftian, 4 Player Local, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Indie, Soundtrack, Great Soundtrack, Gore",FALSE,FALSE
102445,Planescape: Torment Enhanced Edition,Planescape: Torment: Enhanced Edition,https://store.steampowered.com/app/466300/,Very Positive*,2508,94,11/4/2017,Beamdog,Beamdog,"Action, Adventure, RPG, Strategy, Action RPG, Action-Adventure, CRPG, Dungeon Crawler, Tactical RPG, 2D, Isometric, Atmospheric, Dark, Dark Fantasy, Dragons, Fantasy, Philosophical, Retro, Tactical, Choices Matter, Story Rich, Singleplayer, Dungeons & Dragons, Real-Time, Real-Time with Pause",FALSE,FALSE
102446,Shock Tactics,Shock Tactics,https://store.steampowered.com/app/473610/,Mostly Negative,96,39,11/4/2017,Point Blank Games,EuroVideo Medien,"RPG, Strategy, Sci-fi, Tactical, Turn-Based",FALSE,FALSE
102447,Skyforge,Skyforge,https://store.steampowered.com/app/414530/,Mixed*,2341,54,13/4/2017,Innova Co SARL,Innova Co SARL,"Action, Adventure, RPG, Action RPG, Battle Royale, MMORPG, Open World, Survival, Dungeon Crawler, Hack and Slash, Sci-fi, Character Customization, Co-op, Massively Multiplayer, Multiplayer, Online Co-Op, Singleplayer, Nudity, Controller, Free to Play",FALSE,FALSE
102448,Snow Moto Racing Freedom,Snow Moto Racing Freedom,https://store.steampowered.com/app/587400/,Mostly Positive,69,79,11/4/2017,Zordix AB,Zordix AB,"Action, Racing, Simulation, Sports, Arcade, Automobile Sim, Atmospheric, Snow, 4 Player Local, Multiplayer, Singleplayer, Indie",FALSE,FALSE
102450,The Sexy Brutale,The Sexy Brutale,https://store.steampowered.com/app/552590/,Very Positive*,1953,89,11/4/2017,"Cavalier Game Studios, Tequila Works",Cavalier Game Studios,"Adventure, Puzzle, Point & Click, Stealth, Horror, Investigation, Isometric, Atmospheric, Dark, Detective, Mystery, Time Travel, Story Rich, Time Manipulation, Singleplayer, Indie, Soundtrack, Great Soundtrack, Mature, Nudity, Sexual Content",FALSE,FALSE
102452,Moonfall,Moonfall,https://store.steampowered.com/app/612670/,Mostly Positive,27,74,12/4/2017,Fishcow Studio,Wales Interactive,"Action, Adventure, RPG, Beat 'em up, Indie",FALSE,FALSE
102453,Nightshade,Nightshade,https://store.steampowered.com/app/1028500/,Positive,20,100,7/3/2019,Beam Software,"Piko Interactive LLC, Bleem!","Action, Adventure, Retro, Classic",FALSE,FALSE
102454,Mr. Shifty,Mr Shifty,https://store.steampowered.com/app/489140/,Very Positive,835,88,13/4/2017,Team Shifty,tinyBuild,"Action, Adventure, Action-Adventure, Arcade, Character Action Game, Shooter, Beat 'em up, Heist, Top-Down Shooter, Comic Book, Top-Down, Assassin, Destruction, Superhero, Bullet Time, Singleplayer, Indie, Soundtrack, Time Attack, Difficult, Fast-Paced, Great Soundtrack",FALSE,FALSE
102456,Flinthook,Flinthook,https://store.steampowered.com/app/401710/,Mostly Positive,590,73,18/4/2017,Tribute Games Inc.,Tribute Games Inc.,"Action, Adventure, Platformer, Roguelike, 2D Platformer, Action Roguelike, Metroidvania, Roguelite, Side Scroller, 2D, Colorful, Pixel Graphics, Loot, Pirates, Procedural Generation, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack, Replay Value",FALSE,FALSE
102457,Full Throttle: Remastered,Full Throttle Remastered,https://store.steampowered.com/app/228360/,Very Positive*,1193,92,18/4/2017,"Double Fine Productions, Shiny Shoe",Double Fine Productions,"Adventure, Point & Click, Pixel Graphics, 1990's, Atmospheric, Motorbike, Old School, Story Rich, Singleplayer, Remake, Soundtrack, Classic, Cult Classic, Funny, Great Soundtrack, Short, Comedy",FALSE,FALSE
102458,Late Shift,Late Shift,https://store.steampowered.com/app/584980/,Very Positive*,1691,86,18/4/2017,CtrlMovie,Wales Interactive,"Adventure, Simulation, Interactive Fiction, Choose Your Own Adventure, Horror, Cinematic, FMV, Realistic, Atmospheric, Crime, Thriller, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Drama, Indie, Movie, Sexual Content, Violent",FALSE,FALSE
102460,Shiness: The Lightning Kingdom,Shiness: The Lightning Kingdom,https://store.steampowered.com/app/366640/,Mixed,275,68,18/4/2017,Enigami,Focus Entertainment,"Action, Adventure, RPG, Action RPG, Fighting, Open World, JRPG, Anime, Fantasy, Singleplayer, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102461,The Disney Afternoon Collection,The Disney Afternoon Collection,https://store.steampowered.com/app/525040/,Very Positive,793,88,18/4/2017,"Capcom, Digital Eclipse",Capcom,"Action, Adventure, Platformer, Side Scroller, 2D, Cartoon, Pixel Graphics, 1990's, Family Friendly, Retro, Singleplayer, Soundtrack, Classic, Great Soundtrack",FALSE,FALSE
102462,Tom Clancy's Ghost Recon: Wildlands - Narco Road,Tom Clancy's Ghost Recon Wildlands - Narco Road,https://store.steampowered.com/app/573831/,Overwhelmingly Negative,700,16,25/4/2017,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections",,"Action, Adventure",TRUE,FALSE
102463,Voodoo Vince: Remastered,Voodoo Vince: Remastered,https://store.steampowered.com/app/545980/,Very Positive,514,92,18/4/2017,"Beep Games,  Inc.","Beep Games,  Inc.","Action, Adventure, Platformer, 3D Platformer, 3D, Singleplayer, Remake, Soundtrack, Classic, Cult Classic, Funny, Great Soundtrack, Comedy",FALSE,FALSE
102465,Wonder Boy: The Dragon's Trap,Wonder Boy: The Dragon's Trap,https://store.steampowered.com/app/543260/,Very Positive,1856,86,8/6/2017,Lizardcube,Dotemu,"Action, Adventure, Action-Adventure, Exploration, Platformer, Metroidvania, Side Scroller, 2D, Colorful, Cute, Hand-drawn, Family Friendly, Fantasy, Retro, Singleplayer, Indie, Remake, Soundtrack, Classic, Cult Classic, Difficult, Great Soundtrack",FALSE,FALSE
102466,Forts,Forts,https://store.steampowered.com/app/410900/,Very Positive*,7999,93,19/4/2017,EarthWork Games,EarthWork Games,"Action, Strategy, Base Building, Building, Sandbox, 2D, Pixel Graphics, Destruction, Lemmings, Memes, Military, Retro, Tactical, Level Editor, Moddable, Physics, Multiplayer, Singleplayer, Indie, Mod, Funny",FALSE,FALSE
102467,Orcs Must Die: Unchained,Orcs Must Die! Unchained,https://store.steampowered.com/app/427270/,Mixed,153,65,19/4/2017,Robot Entertainment,Robot Entertainment,"Action, Adventure, RPG, Strategy, MOBA, Open World, Survival, Tower Defense, FPS, Third Person, Fantasy, PvE, PvP, Co-op, Massively Multiplayer, Multiplayer, Online Co-Op, Singleplayer, Funny, Free to Play",FALSE,FALSE
102468,Deformers,Deformers,https://store.steampowered.com/app/491770/,Mostly Negative,172,30,20/4/2017,Ready At Dawn,"GameTrust Games, Ready At Dawn","Action, Multiplayer, Funny",FALSE,FALSE
102469,Rick and Morty: Virtual Rick-ality,Rick and Morty: Virtual Rick-ality,https://store.steampowered.com/app/469610/,Mostly Positive*,1788,73,20/4/2017,Owlchemy Labs,Adult Swim Games,"Adventure, Puzzle, Simulation, Sandbox, Horror, Cartoon, First-Person, VR, Dark, Memes, Sci-fi, Multiplayer, Singleplayer, Indie, Funny, Psychological, Comedy, Nudity, Violent",FALSE,FALSE
102470,NEKO-NIN exHeart,NEKO-NIN exHeart,https://store.steampowered.com/app/407310/,Overwhelmingly Positive,837,96,21/4/2017,Whirlpool,Sekai Project,"Action, Casual, Visual Novel, Dating Sim, Anime, Cute, Cats, Ninja, Romance, Singleplayer, Indie, Mature, NSFW, Nudity, Sexual Content",FALSE,FALSE
102471,Pinstripe,Pinstripe,https://store.steampowered.com/app/331480/,Very Positive,1922,89,24/4/2017,"Atmos Games,  LLC",Armor Games Studios,"Action, Adventure, Casual, Puzzle, Platformer, Horror, Side Scroller, 2D, Cute, Atmospheric, Dark, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Kickstarter",FALSE,FALSE
102472,Statik,STATIK,https://store.steampowered.com/app/1570350/,,,,,"R.M, W.M",monkeylabgames,"Action, Adventure, Strategy, Action-Adventure, Survival, Collectathon, Horror, Survival Horror, First-Person, Psychedelic, Stylized, 1980s, Atmospheric, Dark, Demons, Supernatural, Thriller, Multiple Endings, Multiplayer, Psychological",FALSE,FALSE
102474,Immortal Redneck,Immortal Redneck,https://store.steampowered.com/app/595140/,Very Positive*,1149,90,25/4/2017,Crema,Crema,"Action, Roguelike, Shooter, Action Roguelike, Arena Shooter, Bullet Hell, FPS, Roguelite, 3D, First-Person, Class-Based, Perma Death, Procedural Generation, Singleplayer, Indie, Difficult, Fast-Paced, Funny, Replay Value",FALSE,FALSE
102475,Outlast II,Outlast 2,https://store.steampowered.com/app/414700/,Very Positive*,9731,85,25/4/2017,Red Barrels,Red Barrels,"Action, Adventure, Survival, Horror, Survival Horror, First-Person, Atmospheric, Dark, Parkour, Story Rich, Co-op, Multiplayer, Singleplayer, Indie, Psychological, Gore, Mature, Nudity, Sexual Content, Violent",FALSE,FALSE
102477,Sniper: Ghost Warrior 3,Sniper Ghost Warrior 3,https://store.steampowered.com/app/368070/,Mixed,4224,67,24/4/2017,CI Games,CI Games,"Action, Adventure, Strategy, Open World, Shooter, Stealth, FPS, Heist, First-Person, Military, Sniper, Tactical, War, Co-op, Multiplayer, Online Co-Op, Singleplayer, Gore, Nudity, Violent",FALSE,FALSE
102478,Symphony of the Machine,Symphony of the Machine,https://store.steampowered.com/app/540010/,,,,24/4/2017,Stirfire Studios,Stirfire Studios,"VR, Indie",FALSE,FALSE
102480,What Remains of Edith Finch,What Remains of Edith Finch,https://store.steampowered.com/app/501300/,Very Positive*,16207,94,24/4/2017,Giant Sparrow,Annapurna Interactive,"Adventure, Puzzle, Exploration, Visual Novel, Walking Simulator, Horror, First-Person, Atmospheric, Dark, Mystery, Narration, Story Rich, Female Protagonist, Singleplayer, Drama, Indie, Soundtrack, Emotional, Great Soundtrack, Psychological, Short",FALSE,FALSE
102483,Scanner Sombre,Scanner Sombre,https://store.steampowered.com/app/475190/,Very Positive*,2183,91,26/4/2017,Introversion Software,Introversion Software,"Action, Adventure, Casual, Exploration, Walking Simulator, Horror, Abstract, Colorful, First-Person, VR, Atmospheric, Lovecraftian, Sci-fi, Underground, Linear, Singleplayer, Indie, Psychological, Short",FALSE,FALSE
102484,Agatha Knife,Agatha Knife,https://store.steampowered.com/app/618950/,Very Positive,526,93,27/4/2017,Mango Protocol,Mango Protocol,"Adventure, Puzzle, Point & Click, Hand-drawn, Dark, Story Rich, Female Protagonist, Singleplayer, Indie, Funny, Comedy",FALSE,FALSE
102485,Bendy and the Ink Machine,Bendy and the Ink Machine,https://store.steampowered.com/app/622650/,Very Positive*,10166,88,10/2/2017,Joey Drew Studios,Joey Drew Studios,"Action, Adventure, Puzzle, Survival, Horror, Survival Horror, Cartoon, Cartoony, Cute, First-Person, Atmospheric, Dark, Mystery, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Psychological, Violent",FALSE,FALSE
102486,De Blob,de Blob,https://store.steampowered.com/app/532320/,Very Positive,318,87,27/4/2017,"Blue Tongue Entertainment, Blitworks",THQ Nordic,"Action, Adventure, Casual, Platformer, 3D Platformer, 3D, Colorful, Third Person, Family Friendly, Singleplayer, Indie, Soundtrack, Classic, Cult Classic, Funny, Great Soundtrack",FALSE,FALSE
102487,Expeditions: Viking,Expeditions: Viking,https://store.steampowered.com/app/445190/,Very Positive*,1864,82,27/4/2017,Logic Artists,THQ Nordic,"Adventure, RPG, Strategy, Open World, CRPG, Tactical RPG, Turn-Based Tactics, Historical, Medieval, Tactical, Character Customization, Choices Matter, Combat, Hex Grid, Story Rich, Turn-Based Combat, Female Protagonist, Singleplayer, Indie, Turn-Based",FALSE,FALSE
102488,KAMIKO,KAMIKO,https://store.steampowered.com/app/1022480/,Very Positive,194,84,26/6/2019,"SKIPMORE, ESQUADRA, inc., Kan.Kikuchi",Flyhigh Works,"Action, Adventure, Casual, Action-Adventure, Arcade, Hack and Slash, 2D, Anime, Colorful, Cute, Pixel Graphics, Top-Down, 1990's, Faith, Fantasy, Mythology, Female Protagonist, Singleplayer, Indie, Lore-Rich",FALSE,FALSE
102489,"Slice, Dice & Rice","Slice, Dice & Rice",https://store.steampowered.com/app/598450/,Mixed,593,63,27/4/2017,Dojo Games,Ultimate Games S.A.,"Action, Casual, Fighting, 2D Fighter, 2D, Anime, Realistic, Atmospheric, Local Multiplayer, Multiplayer, Singleplayer, Indie, Gore, Violent",FALSE,FALSE
102491,Little Nightmares,Little Nightmares,https://store.steampowered.com/app/424840/,Very Positive*,18166,94,27/4/2017,Tarsier Studios,BANDAI NAMCO Entertainment,"Action, Adventure, Puzzle, Strategy, Platformer, Stealth, Survival, Horror, Survival Horror, 2.5D, Third Person, Atmospheric, Dark, Story Rich, Female Protagonist, Singleplayer, Indie, Soundtrack, Great Soundtrack, Psychological, Short",FALSE,FALSE
102493,One Dog Story,One Dog Story,https://store.steampowered.com/app/588110/,Mostly Positive,256,70,28/4/2017,Big Way Games,Big Way,"Action, Adventure, Action-Adventure, Exploration, Platformer, Shooter, Hack and Slash, Metroidvania, Side Scroller, 2D, Cute, Pixel Graphics, Atmospheric, Futuristic, Historical, Mystery, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102498,GNOG,GNOG,https://store.steampowered.com/app/290510/,Very Positive,398,92,17/7/2018,KO_OP,KO_OP,"Adventure, Casual, Puzzle, Point & Click, Colorful, VR, Singleplayer, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102500,The Legend of Heroes: Trails in the Sky the 3rd,The Legend of Heroes: Trails in the Sky the 3rd,https://store.steampowered.com/app/436670/,Very Positive,1854,94,3/5/2017,Nihon Falcom,"XSEED Games, Marvelous USA,  Inc.","RPG, Dungeon Crawler, JRPG, Anime, Fantasy, Combat, Story Rich, Turn-Based Combat, Singleplayer, Soundtrack, Turn-Based, Great Soundtrack",FALSE,FALSE
102501,TumbleSeed,TumbleSeed,https://store.steampowered.com/app/457890/,Very Positive,74,89,2/5/2017,"Benedict Fritz, Greg Wohlwend, Joel Corelitz, David Laskey, Jenna Blazevich",aeiowu,"Action, Adventure, Roguelike, Action Roguelike, Roguelite, 2D, Nature, Indie, Difficult",FALSE,FALSE
102502,Way of Redemption,Way of Redemption,https://store.steampowered.com/app/498740/,,,,7/11/2017,Pixel Cream,Pixel Cream,"Action, Sports, eSports, 4 Player Local, Local Co-Op, Local Multiplayer, Multiplayer, Indie",FALSE,FALSE
102503,Paladins,Paladins,https://store.steampowered.com/app/444090/,Very Positive*,127510,82,8/5/2018,Evil Mojo Games,Hi-Rez Studios,"Action, Adventure, Strategy, MOBA, Shooter, FPS, Hero Shooter, Colorful, First-Person, Fantasy, Character Customization, PvP, Team-Based, Co-op, Massively Multiplayer, Multiplayer, Online Co-Op, Funny, Controller, Free to Play",FALSE,FALSE
102504,Atomine,ATOMINE,https://store.steampowered.com/app/603100/,Mostly Positive,320,74,4/5/2017,Broken Arms Games,Broken Arms Games,"Action, Adventure, Action-Adventure, Hacking, Roguelike, Shooter, Survival, Action Roguelike, Bullet Hell, Dungeon Crawler, Roguelite, Top-Down Shooter, Twin Stick Shooter, Minimalist, Psychedelic, Top-Down, Perma Death, Procedural Generation, Singleplayer, Soundtrack, Difficult, Great Soundtrack",FALSE,FALSE
102505,Dawn of Andromeda,Dawn of Andromeda,https://store.steampowered.com/app/427570/,Mixed,188,42,4/5/2017,Grey Wolf Entertainment,Iceberg Interactive,"Strategy, RTS, 4X, Sci-fi, Space, Indie, Real-Time, Real-Time with Pause",FALSE,FALSE
102506,Galactic Civilizations III: Crusade,Galactic Civilizations III: Crusade Expansion Pack,https://store.steampowered.com/app/527070/,Very Positive,405,86,4/5/2017,Stardock Entertainment,Stardock Entertainment,"Simulation, Strategy, Exploration, Turn-Based Strategy, 4X, Grand Strategy, Futuristic, Sci-fi, Space, Moddable, Multiplayer, Singleplayer, Indie, Mod, Turn-Based",TRUE,FALSE
102507,Prey,Prey,https://store.steampowered.com/app/480490/,Very Positive*,20926,91,4/5/2017,Arkane Studios,Bethesda Softworks,"Action, Adventure, RPG, Exploration, Open World, Stealth, Survival, FPS, Horror, Immersive Sim, Survival Horror, First-Person, Aliens, Atmospheric, Futuristic, Sci-fi, Space, Story Rich, Singleplayer, Soundtrack, Great Soundtrack, Psychological",FALSE,FALSE
102508,Shio,Shio,https://store.steampowered.com/app/525360/,Mostly Positive,1252,78,5/5/2017,Coconut Island Studio,Coconut Island Games,"Action, Adventure, Casual, Racing, Exploration, Platformer, Runner, Side Scroller, Stylized, Atmospheric, Parkour, Retro, Physics, Story Rich, Silent Protagonist, Indie, Soundtrack, Gaming, Difficult, Great Soundtrack",FALSE,FALSE
102509,Super Rude Bear Resurrection,Super Rude Bear Resurrection,https://store.steampowered.com/app/384250/,Positive,20,90,5/5/2017,Alex Rose,Alex Rose Games,"Action, Platformer, Precision Platformer, Side Scroller, 2D, Indie, Soundtrack, Time Attack, Difficult, Fast-Paced, Great Soundtrack, Replay Value",FALSE,FALSE
102510,World to the West,World to the West,https://store.steampowered.com/app/530020/,Mostly Positive,183,79,5/5/2017,Rain Games,Rain Games,"Action, Adventure, Puzzle, RPG, Action RPG, Action-Adventure, Exploration, Colorful, Cute, Isometric, Top-Down, Atmospheric, Family Friendly, Fantasy, Retro, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack",FALSE,FALSE
102511,One Eyed Kutkh,One Eyed Kutkh,https://store.steampowered.com/app/612170/,Mostly Positive,37,70,30/3/2017,Baba Yaga Games,Baba Yaga Games,"Adventure, Casual, Puzzle, Exploration, Point & Click, Side Scroller, 2D, Cartoon, Cartoony, Colorful, Cute, Stylized, Third Person, Atmospheric, Family Friendly, Fantasy, Mythology, Space, Linear, Narration, Controller",FALSE,FALSE
102513,Last Stitch Goodnight,Last Stitch Goodnight,https://store.steampowered.com/app/509620/,,,,9/5/2017,Well Bred Rhino,Well Bred Rhino,"Action, Adventure, Platformer, Horror, Metroidvania, Indie, Soundtrack, Comedy",FALSE,FALSE
102515,NBA Playgrounds,NBA Playgrounds,https://store.steampowered.com/app/545270/,Mostly Positive,1009,73,8/5/2017,Saber Interactive,"Mad Dog Games,  LLC","Sports, Arcade, Basketball, Co-op, Local Multiplayer, Multiplayer, Singleplayer",FALSE,FALSE
102516,Polybius,POLYBIUS,https://store.steampowered.com/app/906120/,Very Positive,231,94,21/12/2018,Llamasoft Ltd.,Llamasoft Ltd.,"Action, Arcade, Psychedelic, VR, Retro",FALSE,FALSE
102518,Block'hood,Block'hood,https://store.steampowered.com/app/416210/,Mostly Positive,1160,73,10/5/2017,Plethora Project,Devolver Digital,"Casual, Puzzle, Simulation, Strategy, Building, Management, Sandbox, City Builder, Education, Isometric, Nature, Multiplayer, Singleplayer, Indie, Soundtrack, Great Soundtrack, Relaxing, Early Access",FALSE,FALSE
102519,Rakuen,Rakuen,https://store.steampowered.com/app/559210/,Overwhelmingly Positive*,2894,97,10/5/2017,Laura Shigihara,Laura Shigihara,"Adventure, Puzzle, RPG, Point & Click, Horror, JRPG, 2D, Anime, Colorful, Cute, Pixel Graphics, Family Friendly, Fantasy, Story Rich, Singleplayer, Indie, RPGMaker, Emotional, Funny, Psychological",FALSE,FALSE
102520,Dark Witch Music Episode: Rudymical,Rudymical,https://store.steampowered.com/app/1683200/,Mixed,12,66,5/11/2021,"INSIDE SYSTEM, ESQUADRA, inc.",Flyhigh Works,"Action, Casual, Rhythm, Anime, Cute, Pixel Graphics, Cats, Fantasy, Magic, Female Protagonist, Multiplayer, Singleplayer, Indie, Funny",FALSE,FALSE
102522,Plasma Puncher,Plasma Puncher,https://store.steampowered.com/app/602070/,Very Positive,63,85,11/5/2017,Tomatotrap,"Dragon Lord Studio, Tomatotrap","Action, Adventure, Casual, Action-Adventure, Arcade, Fighting, Platformer, 2D Platformer, Beat 'em up, Hack and Slash, Roguelite, 2D, Cartoon, Cartoony, Cute, Family Friendly, Combat, Singleplayer, Indie, Beautiful, Difficult",FALSE,FALSE
102523,The Dream Machine,The Dream Machine,https://store.steampowered.com/app/94300/,Very Positive,1332,90,11/5/2012,Cockroach Inc.,The Sleeping Machine,"Adventure, Puzzle, Exploration, Point & Click, Horror, 2D, Hand-drawn, Psychedelic, Third Person, Atmospheric, Dark, Mystery, Sci-fi, Surreal, Conversation, Story Rich, Emotional, Psychological",FALSE,FALSE
102524,OVIVO,OVIVO,https://store.steampowered.com/app/597700/,Very Positive,422,90,12/5/2017,IzHard,IzHard,"Action, Adventure, Casual, Puzzle, Platformer, Horror, Side Scroller, 2D, Cinematic, Minimalist, Atmospheric, Dark, Surreal, Physics, Singleplayer, Indie, Difficult, Short, Controller",FALSE,FALSE
